4.8249+1.4958i
4.8375+1.4177i
4.8447+1.336i
4.8561+1.2597i
4.8661+1.1855i
4.8701+1.1022i
4.8812+1.0069i
4.9048+0.9169i
4.933+0.82336i
4.9572+0.73412i
4.9766+0.65928i
4.9901+0.59261i
5.0114+0.51834i
5.0239+0.4293i
5.0321+0.35213i
5.0589+0.27562i
5.0709+0.19695i
5.0765+0.12602i
5.0831+0.050954i
5.088-0.020977i
5.0915-0.092112i
5.0905-0.16708i
5.0748-0.24787i
5.0728-0.33204i
5.0745-0.4089i
5.0729-0.48551i
5.0694-0.55308i
5.0707-0.63056i
5.0601-0.71741i
5.0507-0.79539i
5.0481-0.88382i
5.0477-0.96846i
5.0393-1.05i
5.0276-1.1395i
5.0243-1.2104i
5.0288-1.2652i
5.0231-1.3313i
5.0038-1.4053i
4.9875-1.4667i
4.9661-1.5212i
4.945-1.578i
4.9278-1.6379i
4.9067-1.703i
4.8752-1.7666i
4.8461-1.8349i
4.8235-1.9068i
4.8048-1.9817i
4.7744-2.0499i
4.7345-2.1213i
4.7015-2.1904i
4.6748-2.2648i
4.6469-2.3362i
4.6239-2.4051i
4.6122-2.4734i
4.5969-2.5383i
4.5736-2.5902i
4.5487-2.6481i
4.5241-2.7064i
4.4939-2.7519i
4.457-2.8005i
4.4228-2.8519i
4.3843-2.9031i
4.3512-2.9596i
4.3115-3.0128i
4.2636-3.058i
4.2373-3.1114i
4.1892-3.1617i
4.1428-3.2052i
4.1054-3.2523i
4.0703-3.3126i
4.0346-3.3767i
3.9931-3.4399i
3.955-3.5028i
3.9156-3.5665i
3.8707-3.6301i
3.8384-3.679i
3.8084-3.7204i
3.7698-3.7687i
3.74-3.8167i
3.715-3.8802i
3.682-3.9358i
3.6462-3.9847i
3.6098-4.0289i
3.5808-4.0596i
3.5369-4.099i
3.4984-4.1396i
3.4531-4.1925i
3.3984-4.2434i
3.343-4.2934i
3.2939-4.3539i
3.2438-4.4006i
3.1878-4.4553i
3.1419-4.5136i
3.0939-4.5734i
3.0506-4.6325i
3.0027-4.6914i
2.9469-4.7556i
2.8924-4.8265i
2.8458-4.8845i
2.7955-4.933i
2.7546-4.9769i
2.7098-5.0052i
2.6679-5.0415i
2.6284-5.0945i
2.5758-5.1318i
2.5223-5.1666i
2.4647-5.203i
2.3989-5.2278i
2.3423-5.2465i
2.2906-5.2785i
2.2391-5.3147i
2.1792-5.3459i
2.1182-5.3807i
2.0639-5.4215i
2.0106-5.4497i
1.9463-5.4642i
1.8876-5.4932i
1.8297-5.5355i
1.7674-5.5712i
1.7083-5.5921i
1.6461-5.61i
1.5849-5.6338i
1.5373-5.665i
1.4875-5.6864i
1.4386-5.6946i
1.3771-5.6977i
1.3116-5.7024i
1.2454-5.6997i
1.1877-5.706i
1.1308-5.6966i
1.064-5.6944i
0.99353-5.6963i
0.91904-5.7041i
0.86006-5.7142i
0.79618-5.721i
0.72361-5.7283i
0.65932-5.7349i
0.6057-5.7452i
0.5522-5.748i
0.50118-5.7584i
0.43759-5.7707i
0.37915-5.7905i
0.31426-5.8025i
0.25765-5.8042i
0.20409-5.7968i
0.14885-5.7802i
0.093063-5.771i
0.029543-5.7695i
-0.030178-5.7657i
-0.074581-5.7412i
-0.12999-5.706i
-0.20148-5.6903i
-0.25645-5.6838i
-0.30871-5.6798i
-0.3821-5.681i
-0.45796-5.6648i
-0.52047-5.65i
-0.58655-5.6421i
-0.64786-5.6376i
-0.71702-5.6303i
-0.77526-5.6266i
-0.82509-5.6329i
-0.88475-5.6353i
-0.94627-5.6361i
-0.99942-5.6309i
-1.0529-5.6266i
-1.1049-5.6145i
-1.1554-5.6081i
-1.2083-5.609i
-1.2688-5.6024i
-1.3351-5.5748i
-1.4008-5.5456i
-1.4624-5.5353i
-1.5207-5.5415i
-1.5946-5.5294i
-1.6597-5.5122i
-1.7217-5.4902i
-1.7917-5.4554i
-1.8673-5.4372i
-1.9478-5.4338i
-2.0279-5.4447i
-2.1032-5.4426i
-2.1788-5.438i
-2.237-5.4377i
-2.2912-5.424i
-2.3549-5.4065i
-2.4202-5.391i
-2.4872-5.3748i
-2.55-5.3558i
-2.6072-5.334i
-2.6543-5.305i
-2.7139-5.2754i
-2.7695-5.2359i
-2.8284-5.195i
-2.8823-5.1532i
-2.929-5.106i
-2.9974-5.0704i
-3.0576-5.0307i
-3.102-4.9849i
-3.1482-4.9451i
-3.2032-4.8997i
-3.2621-4.8632i
-3.3227-4.8175i
-3.3847-4.7718i
-3.4371-4.7383i
-3.4777-4.6998i
-3.5212-4.6542i
-3.5698-4.6123i
-3.6121-4.5829i
-3.6538-4.549i
-3.6902-4.5032i
-3.7147-4.4466i
-3.7387-4.3985i
-3.7708-4.3463i
-3.8144-4.2885i
-3.8581-4.2391i
-3.8965-4.1886i
-3.9316-4.1399i
-3.955-4.0853i
-3.9798-4.019i
-4.0149-3.9621i
-4.0497-3.9109i
-4.0898-3.8482i
-4.1274-3.7882i
-4.1586-3.729i
-4.1907-3.6731i
-4.2247-3.6289i
-4.2498-3.5818i
-4.2751-3.5261i
-4.3033-3.4803i
-4.3142-3.4256i
-4.3219-3.3728i
-4.3451-3.303i
-4.3756-3.2297i
-4.3935-3.163i
-4.4021-3.0869i
-4.4159-3.0132i
-4.4373-2.9376i
-4.4543-2.8654i
-4.4837-2.7844i
-4.5046-2.7021i
-4.521-2.6281i
-4.5386-2.5579i
-4.5634-2.4752i
-4.597-2.395i
-4.6206-2.3246i
-4.6356-2.2599i
-4.6681-2.1985i
-4.7-2.1357i
-4.713-2.0681i
-4.7276-2.0011i
-4.7426-1.948i
-4.7598-1.8842i
-4.776-1.8097i
-4.7899-1.7324i
-4.8-1.6669i
-4.8039-1.6033i
-4.7982-1.5252i
-4.809-1.4389i
-4.8377-1.3506i
-4.8627-1.2721i
-4.8833-1.1974i
-4.9021-1.121i
-4.9188-1.0388i
-4.9481-0.97001i
-4.9774-0.89489i
-4.9969-0.80779i
-5.0082-0.7263i
-5.0143-0.65445i
-5.0227-0.59045i
-5.0418-0.51546i
-5.059-0.43103i
-5.0721-0.3471i
-5.0873-0.27386i
-5.0924-0.19758i
-5.0967-0.13589i
-5.0977-0.061764i
-5.0936+0.014904i
-5.095+0.098522i
-5.0832+0.18677i
-5.0711+0.27516i
-5.0662+0.35665i
-5.0638+0.43555i
-5.0646+0.52256i
-5.0692+0.60547i
-5.068+0.68599i
-5.0651+0.77221i
-5.0531+0.84823i
-5.0521+0.93011i
-5.0594+1.0012i
-5.0585+1.0719i
-5.0519+1.1427i
-5.0418+1.21i
-5.032+1.273i
-5.0179+1.3345i
-4.9954+1.4051i
-4.9725+1.4689i
-4.9493+1.5294i
-4.9296+1.5976i
-4.9124+1.6644i
-4.8883+1.7256i
-4.8653+1.7977i
-4.8415+1.869i
-4.8126+1.9417i
-4.7774+2.0104i
-4.7329+2.0779i
-4.7012+2.1361i
-4.6781+2.1998i
-4.6524+2.2702i
-4.6362+2.3398i
-4.617+2.4116i
-4.5999+2.4726i
-4.5812+2.5322i
-4.5615+2.5909i
-4.5375+2.6445i
-4.5031+2.695i
-4.4652+2.7404i
-4.436+2.7908i
-4.4111+2.8504i
-4.3734+2.9036i
-4.3354+2.9608i
-4.3022+3.0083i
-4.255+3.0549i
-4.2028+3.1062i
-4.1548+3.1625i
-4.1226+3.2223i
-4.0799+3.2893i
-4.0466+3.3589i
-4.0163+3.423i
-3.9738+3.4931i
-3.9332+3.5544i
-3.9005+3.6113i
-3.8732+3.6638i
-3.8323+3.702i
-3.8045+3.7473i
-3.7771+3.802i
-3.7435+3.8572i
-3.7073+3.9162i
-3.6819+3.9604i
-3.6421+4.0089i
-3.5937+4.0532i
-3.5479+4.0903i
-3.502+4.1359i
-3.4491+4.1886i
-3.3978+4.2388i
-3.3518+4.2827i
-3.3004+4.3295i
-3.2475+4.3862i
-3.1958+4.4428i
-3.1449+4.4964i
-3.0922+4.5534i
-3.0471+4.6246i
-3.0013+4.6877i
-2.962+4.7515i
-2.9205+4.817i
-2.8721+4.8603i
-2.82+4.9206i
-2.7672+4.983i
-2.7237+5.0261i
-2.6822+5.0681i
-2.6348+5.1014i
-2.5862+5.1272i
-2.5275+5.16i
-2.4778+5.1973i
-2.4237+5.2268i
-2.3607+5.2531i
-2.296+5.2784i
-2.2329+5.3096i
-2.172+5.3485i
-2.1126+5.3924i
-2.0486+5.4338i
-1.9942+5.472i
-1.942+5.5109i
-1.8847+5.543i
-1.8231+5.5739i
-1.7634+5.5915i
-1.7018+5.607i
-1.6371+5.6389i
-1.5753+5.6681i
-1.5135+5.6842i
-1.461+5.6851i
-1.4134+5.6931i
-1.3617+5.7143i
-1.3037+5.7354i
-1.2423+5.744i
-1.1666+5.7347i
-1.1001+5.7357i
-1.0319+5.7394i
-0.96513+5.7283i
-0.9057+5.7171i
-0.85329+5.7286i
-0.79552+5.7424i
-0.72026+5.7516i
-0.6544+5.7606i
-0.5964+5.7686i
-0.53654+5.7803i
-0.48219+5.7902i
-0.41292+5.7963i
-0.35784+5.7967i
-0.30414+5.7968i
-0.25398+5.7981i
-0.19994+5.7976i
-0.15249+5.7853i
-0.10438+5.7781i
-0.048328+5.7668i
0.012849+5.7564i
0.084089+5.7447i
0.14972+5.7305i
0.22524+5.7239i
0.29965+5.7197i
0.35334+5.7243i
0.41515+5.7363i
0.47721+5.7256i
0.53128+5.7024i
0.604+5.6895i
0.67172+5.6883i
0.73005+5.6898i
0.7949+5.6961i
0.8582+5.706i
0.92409+5.711i
0.98649+5.721i
1.0432+5.718i
1.1074+5.7123i
1.1581+5.7027i
1.2021+5.6962i
1.2528+5.6787i
1.3049+5.6585i
1.3703+5.6459i
1.4408+5.6378i
1.5044+5.6287i
1.5672+5.6069i
1.6266+5.585i
1.6943+5.5496i
1.7587+5.53i
1.8288+5.5181i
1.9029+5.5061i
1.9855+5.4827i
2.0641+5.4769i
2.1373+5.4571i
2.2051+5.4325i
2.272+5.4225i
2.3292+5.4114i
2.3963+5.4062i
2.4518+5.3923i
2.5091+5.385i
2.5725+5.3579i
2.6247+5.3228i
2.6851+5.3028i
2.7327+5.2749i
2.7841+5.2242i
2.8502+5.1953i
2.9127+5.1687i
2.9717+5.1405i
3.0358+5.1052i
3.0989+5.0613i
3.1592+5.0227i
3.219+4.9744i
3.2806+4.9328i
3.3368+4.896i
3.3981+4.8525i
3.4585+4.8139i
3.5087+4.7807i
3.5539+4.7462i
3.5936+4.7065i
3.6412+4.6698i
3.6875+4.6352i
3.7207+4.5895i
3.7676+4.542i
3.8022+4.4923i
3.8214+4.4331i
3.8456+4.3802i
3.8735+4.3186i
3.9031+4.2515i
3.9475+4.1866i
3.9923+4.1225i
4.0292+4.066i
4.061+3.9964i
4.095+3.933i
4.1337+3.8673i
4.1641+3.8004i
4.1967+3.7423i
4.2257+3.6916i
4.2564+3.6351i
4.2891+3.573i
4.3129+3.5126i
4.3265+3.4464i
4.3439+3.3823i
4.363+3.3163i
4.3844+3.2503i
4.4041+3.1845i
4.4217+3.1154i
4.4312+3.0498i
4.4409+2.9779i
4.4559+2.9048i
4.4737+2.8358i
4.4993+2.7706i
4.5193+2.7057i
4.5275+2.6354i
4.5512+2.5554i
4.5835+2.4807i
4.6056+2.415i
4.6367+2.3462i
4.6722+2.2728i
4.6969+2.2101i
4.7205+2.1545i
4.7435+2.1049i
4.7638+2.0489i
4.7808+1.978i
4.7885+1.9072i
4.8011+1.8317i
4.8129+1.7591i
4.8289+1.7007i
4.8473+1.6376i
4.8417+1.5561i
4.8414+1.4659i
4.853+1.3751i
4.8772+1.2948i
4.9035+1.2072i
4.9207+1.1128i
4.9395+1.0179i
4.9665+0.9287i
4.99+0.8377i
5.0128+0.7482i
5.0339+0.6668i
5.0478+0.58766i
5.0608+0.50743i
5.0705+0.43241i
5.0878+0.35424i
5.1113+0.27168i
5.1184+0.19221i
5.1309+0.12372i
5.1369+0.05881i
5.1168-0.01047i
5.1131-0.091253i
