4.216+3.7317i
4.2481+3.6765i
4.2684+3.6007i
4.2873+3.5212i
4.2996+3.4538i
4.3115+3.3825i
4.3314+3.3116i
4.3649+3.2406i
4.3867+3.1623i
4.4121+3.0841i
4.4335+3.0135i
4.454+2.9496i
4.4797+2.8779i
4.5066+2.8069i
4.5361+2.737i
4.5625+2.6707i
4.5794+2.6085i
4.5901+2.5443i
4.6066+2.4773i
4.6367+2.4058i
4.6508+2.339i
4.6574+2.2786i
4.6726+2.2213i
4.6805+2.153i
4.6805+2.0741i
4.6943+1.9909i
4.7083+1.9133i
4.7176+1.8401i
4.7267+1.7574i
4.7356+1.6762i
4.7571+1.614i
4.7733+1.5402i
4.7854+1.4494i
4.8017+1.3612i
4.8207+1.2864i
4.8447+1.2204i
4.874+1.1395i
4.9022+1.058i
4.9218+0.98743i
4.9307+0.92915i
4.9429+0.86308i
4.9549+0.79381i
4.9676+0.7149i
4.9782+0.63683i
4.9947+0.561i
4.9954+0.46133i
4.9907+0.3693i
4.9939+0.28847i
4.9964+0.19442i
5.0129+0.10059i
5.031+0.014852i
5.035-0.074462i
5.0312-0.15755i
5.0317-0.24882i
5.0524-0.33697i
5.069-0.41536i
5.0723-0.48807i
5.0729-0.55743i
5.0684-0.62667i
5.0599-0.706i
5.0519-0.77662i
5.0416-0.84587i
5.0332-0.92055i
5.0189-0.99306i
5.0075-1.0637i
5.0021-1.1205i
4.9915-1.1842i
4.9749-1.2608i
4.9497-1.3312i
4.9149-1.4005i
4.8888-1.4724i
4.8783-1.5449i
4.8734-1.617i
4.8686-1.6865i
4.8466-1.7463i
4.8309-1.8152i
4.8224-1.891i
4.8014-1.9598i
4.7777-2.0366i
4.7528-2.1024i
4.7265-2.1645i
4.7065-2.2242i
4.6918-2.2858i
4.666-2.3419i
4.6402-2.4029i
4.6033-2.4641i
4.5675-2.5119i
4.5327-2.5633i
4.4912-2.6391i
4.4447-2.7123i
4.4009-2.7698i
4.3653-2.8303i
4.3261-2.884i
4.2862-2.9521i
4.2496-3.0241i
4.2152-3.091i
4.187-3.1506i
4.1565-3.2065i
4.1209-3.254i
4.09-3.2999i
4.0479-3.3431i
4.0123-3.3957i
3.981-3.4579i
3.9497-3.5184i
3.9187-3.5671i
3.8886-3.6127i
3.8435-3.6732i
3.7982-3.723i
3.7558-3.7505i
3.7062-3.7872i
3.6612-3.8245i
3.6286-3.8721i
3.5915-3.9263i
3.5409-3.9837i
3.4939-4.0357i
3.4445-4.0858i
3.3966-4.1354i
3.3498-4.1997i
3.3033-4.27i
3.2635-4.3268i
3.2292-4.3786i
3.1843-4.4326i
3.1449-4.4919i
3.1015-4.5506i
3.0556-4.5986i
3.0143-4.6327i
2.9815-4.6817i
2.9324-4.7317i
2.8744-4.7777i
2.8202-4.822i
2.7629-4.8681i
2.6986-4.9065i
2.6457-4.9459i
2.5907-4.987i
2.5441-5.0416i
2.4948-5.092i
2.4288-5.1363i
2.3604-5.1812i
2.3066-5.2211i
2.2553-5.2618i
2.2036-5.313i
2.1508-5.3655i
2.0937-5.4061i
2.0484-5.446i
1.9973-5.483i
1.9464-5.4987i
1.8926-5.5204i
1.8308-5.5394i
1.7772-5.5491i
1.7246-5.5719i
1.6706-5.6035i
1.618-5.6277i
1.5622-5.6392i
1.4923-5.655i
1.4312-5.6614i
1.3786-5.6744i
1.3207-5.6909i
1.2537-5.7036i
1.1769-5.7087i
1.1097-5.7131i
1.0483-5.7318i
0.98474-5.7498i
0.9219-5.7696i
0.86259-5.7743i
0.81439-5.779i
0.76397-5.7901i
0.71442-5.8026i
0.65209-5.8117i
0.59211-5.817i
0.54112-5.8124i
0.49126-5.8135i
0.42637-5.804i
0.36445-5.8086i
0.30472-5.8083i
0.24507-5.7929i
0.18228-5.7872i
0.10639-5.7801i
0.043173-5.7719i
-0.018757-5.7714i
-0.089267-5.7746i
-0.16577-5.7582i
-0.22715-5.7501i
-0.29631-5.7473i
-0.36859-5.7395i
-0.44208-5.7425i
-0.4988-5.7533i
-0.54951-5.7674i
-0.60524-5.7773i
-0.65485-5.7695i
-0.7097-5.7587i
-0.75769-5.7522i
-0.80524-5.746i
-0.87029-5.7333i
-0.92907-5.7212i
-0.98772-5.7063i
-1.0532-5.6891i
-1.1076-5.6743i
-1.1745-5.6637i
-1.241-5.6548i
-1.2975-5.6393i
-1.3519-5.6184i
-1.4142-5.6039i
-1.4779-5.5788i
-1.5431-5.552i
-1.6109-5.5529i
-1.6781-5.5556i
-1.7401-5.543i
-1.8068-5.5206i
-1.8699-5.5053i
-1.9211-5.4853i
-1.9756-5.4639i
-2.0358-5.4602i
-2.0932-5.4482i
-2.1538-5.4308i
-2.2143-5.4087i
-2.2813-5.3892i
-2.3474-5.3679i
-2.4106-5.3388i
-2.4733-5.308i
-2.5458-5.2783i
-2.6158-5.2542i
-2.6805-5.2245i
-2.7491-5.1941i
-2.8227-5.1786i
-2.8949-5.1613i
-2.9526-5.1292i
-3.0009-5.0925i
-3.0546-5.0678i
-3.1123-5.0528i
-3.1633-5.0264i
-3.2097-4.9956i
-3.2534-4.9549i
-3.309-4.9178i
-3.3524-4.8669i
-3.4003-4.8294i
-3.4499-4.7854i
-3.4956-4.7372i
-3.5438-4.6909i
-3.588-4.6375i
-3.6254-4.5884i
-3.6625-4.5205i
-3.7087-4.4617i
-3.7505-4.3963i
-3.7858-4.3309i
-3.8241-4.2881i
-3.8751-4.241i
-3.9228-4.1842i
-3.9507-4.1238i
-3.9817-4.076i
-4.0242-4.0314i
-4.0704-3.9855i
-4.1028-3.9331i
-4.1312-3.879i
-4.1585-3.8198i
-4.1806-3.7661i
-4.197-3.7198i
-4.2166-3.6673i
-4.2366-3.5964i
-4.2552-3.5358i
-4.2847-3.4827i
-4.2973-3.4079i
-4.3228-3.3273i
-4.3505-3.2528i
-4.3746-3.1877i
-4.387-3.1211i
-4.4094-3.059i
-4.4418-2.9982i
-4.4702-2.9264i
-4.4982-2.8545i
-4.5236-2.7881i
-4.5549-2.7275i
-4.5743-2.6664i
-4.5973-2.6044i
-4.6146-2.5498i
-4.6237-2.4867i
-4.6407-2.4158i
-4.6471-2.3419i
-4.6456-2.2666i
-4.6599-2.2017i
-4.6736-2.1362i
-4.6842-2.0729i
-4.6965-1.993i
-4.6979-1.8968i
-4.7019-1.8135i
-4.7158-1.7303i
-4.746-1.6528i
-4.7686-1.5745i
-4.7839-1.4872i
-4.8117-1.3933i
-4.8351-1.3072i
-4.8455-1.2366i
-4.8564-1.1697i
-4.8701-1.0973i
-4.8822-1.0192i
-4.899-0.94154i
-4.9179-0.85908i
-4.934-0.77983i
-4.9502-0.7107i
-4.9658-0.63808i
-4.9791-0.56381i
-4.985-0.48633i
-4.9869-0.40738i
-4.9805-0.33472i
-4.9749-0.25601i
-4.9766-0.17142i
-4.9886-0.087257i
-5.0007-0.0021849i
-5.0088+0.10024i
-5.0088+0.19404i
-5.0086+0.27642i
-5.0178+0.36236i
-5.0218+0.43705i
-5.0222+0.50869i
-5.0268+0.59982i
-5.0269+0.67717i
-5.0212+0.73577i
-5.0186+0.80495i
-5.0066+0.87192i
-4.9953+0.93943i
-4.9817+1.0002i
-4.9571+1.0662i
-4.9438+1.1336i
-4.9362+1.2074i
-4.9059+1.2766i
-4.8798+1.3556i
-4.8697+1.4297i
-4.8588+1.5128i
-4.8436+1.597i
-4.8214+1.6594i
-4.7976+1.7273i
-4.7739+1.7939i
-4.748+1.8664i
-4.7252+1.9515i
-4.7114+2.0348i
-4.7012+2.1125i
-4.6915+2.1833i
-4.6718+2.2542i
-4.6423+2.323i
-4.6226+2.3762i
-4.6093+2.4324i
-4.577+2.4807i
-4.5361+2.5294i
-4.499+2.5902i
-4.4665+2.6411i
-4.4367+2.6862i
-4.4081+2.7382i
-4.3691+2.796i
-4.3239+2.8513i
-4.2783+2.9003i
-4.2434+2.9729i
-4.2008+3.0269i
-4.1644+3.0857i
-4.144+3.1543i
-4.1119+3.2105i
-4.0702+3.255i
-4.04+3.2934i
-4.0084+3.3512i
-3.9755+3.4059i
-3.9382+3.4522i
-3.8979+3.5089i
-3.8573+3.5559i
-3.8284+3.6077i
-3.7996+3.6628i
-3.7644+3.7064i
-3.7271+3.7528i
-3.6897+3.798i
-3.6427+3.8543i
-3.5921+3.8976i
-3.5383+3.9466i
-3.4862+4.0058i
-3.4432+4.0584i
-3.4019+4.1151i
-3.3538+4.176i
-3.3133+4.2404i
-3.2742+4.3065i
-3.226+4.3653i
-3.1848+4.4208i
-3.1464+4.4771i
-3.1042+4.5316i
-3.0604+4.5781i
-3.0183+4.621i
-2.978+4.6759i
-2.926+4.7295i
-2.8732+4.7686i
-2.8232+4.8206i
-2.7645+4.8665i
-2.7053+4.9113i
-2.6501+4.9595i
-2.5974+5.0009i
-2.5454+5.0574i
-2.4857+5.0989i
-2.4154+5.1256i
-2.356+5.1516i
-2.3015+5.1972i
-2.2459+5.2516i
-2.1953+5.283i
-2.1403+5.3144i
-2.078+5.349i
-2.0156+5.3767i
-1.968+5.4161i
-1.9222+5.4528i
-1.8748+5.4914i
-1.8336+5.5228i
-1.7759+5.546i
-1.7306+5.5719i
-1.6874+5.5897i
-1.6295+5.6102i
-1.5689+5.6304i
-1.5041+5.6486i
-1.435+5.6625i
-1.3729+5.674i
-1.3113+5.6904i
-1.2471+5.7096i
-1.1814+5.7207i
-1.1188+5.7389i
-1.0506+5.7604i
-0.9831+5.7754i
-0.91163+5.7904i
-0.85868+5.8066i
-0.80514+5.8111i
-0.73888+5.8176i
-0.67257+5.835i
-0.62114+5.8572i
-0.56516+5.8632i
-0.50495+5.8603i
-0.44997+5.8621i
-0.39523+5.8536i
-0.3375+5.8439i
-0.27682+5.8425i
-0.2181+5.8395i
-0.15213+5.8281i
-0.089043+5.8141i
-0.034938+5.8067i
0.01002+5.8015i
0.063923+5.7796i
0.13838+5.7614i
0.20547+5.7593i
0.2661+5.7462i
0.32491+5.7426i
0.37698+5.7373i
0.43986+5.7331i
0.51474+5.7398i
0.57998+5.746i
0.62397+5.7518i
0.66769+5.7373i
0.71923+5.7238i
0.77909+5.7222i
0.84181+5.7119i
0.89998+5.6995i
0.94901+5.687i
0.99513+5.6727i
1.0435+5.6537i
1.1017+5.6298i
1.1668+5.622i
1.2273+5.6174i
1.2876+5.6112i
1.3602+5.5972i
1.4339+5.5756i
1.4986+5.5625i
1.5684+5.5609i
1.643+5.5574i
1.7111+5.5471i
1.7858+5.5403i
1.8496+5.5275i
1.9082+5.5284i
1.9729+5.5367i
2.0422+5.5181i
2.106+5.4976i
2.1669+5.485i
2.2242+5.4673i
2.2876+5.4548i
2.3488+5.4393i
2.4016+5.4106i
2.4583+5.3773i
2.5145+5.3429i
2.5819+5.306i
2.663+5.2773i
2.7141+5.2445i
2.7708+5.2026i
2.8309+5.1775i
2.8919+5.1468i
2.9514+5.1119i
3.0109+5.0797i
3.0718+5.0451i
3.1212+5.0088i
3.1713+4.9677i
3.2118+4.9181i
3.26+4.8914i
3.3058+4.8616i
3.3483+4.8188i
3.3949+4.7658i
3.4296+4.704i
3.4705+4.6558i
3.5207+4.6189i
3.5622+4.5689i
3.6018+4.5208i
3.6441+4.4841i
3.6922+4.4407i
3.7398+4.4007i
3.7753+4.3481i
3.8268+4.2895i
3.8692+4.2227i
3.9027+4.1745i
3.947+4.129i
3.9942+4.0732i
4.033+4.023i
4.0756+3.9721i
4.1141+3.9245i
4.1357+3.8853i
4.1633+3.8396i
4.1844+3.7875i
4.2112+3.7293i
4.2325+3.665i
4.2508+3.6022i
