3.2684-4.4044i
3.2186-4.4502i
3.1679-4.4937i
3.1272-4.5388i
3.0804-4.5931i
3.0242-4.646i
2.9632-4.6931i
2.9126-4.7437i
2.8693-4.799i
2.8208-4.8479i
2.7708-4.9012i
2.723-4.959i
2.6761-5.0244i
2.6281-5.0706i
2.5698-5.1065i
2.5117-5.1511i
2.4724-5.1958i
2.4268-5.2401i
2.3768-5.2706i
2.3362-5.2941i
2.2898-5.3306i
2.2275-5.3657i
2.1629-5.3822i
2.1008-5.4123i
2.0358-5.4527i
1.979-5.4861i
1.916-5.5113i
1.8559-5.5347i
1.7943-5.5558i
1.731-5.5954i
1.6763-5.6269i
1.6207-5.6558i
1.5659-5.6873i
1.5115-5.7042i
1.4641-5.7375i
1.4174-5.7686i
1.363-5.781i
1.3012-5.7875i
1.2381-5.7892i
1.1831-5.8011i
1.1393-5.8092i
1.0831-5.8078i
1.0233-5.8091i
0.96394-5.8173i
0.8893-5.8035i
0.82056-5.7902i
0.76047-5.7832i
0.69558-5.7913i
0.63008-5.7919i
0.56616-5.7942i
0.50534-5.8081i
0.44419-5.8116i
0.38617-5.8173i
0.32879-5.8218i
0.27326-5.8237i
0.21428-5.8299i
0.14911-5.8238i
0.083427-5.8149i
0.027255-5.8087i
-0.016309-5.8084i
-0.055851-5.7913i
-0.10002-5.7863i
-0.15698-5.7924i
-0.22016-5.7824i
-0.27832-5.7676i
-0.33789-5.7557i
-0.40026-5.7391i
-0.46526-5.7286i
-0.53142-5.7311i
-0.60534-5.7257i
-0.67121-5.7157i
-0.7436-5.7159i
-0.817-5.7097i
-0.8872-5.6972i
-0.94923-5.6926i
-0.99476-5.6989i
-1.0457-5.704i
-1.1017-5.6983i
-1.1641-5.6908i
-1.216-5.6829i
-1.2651-5.684i
-1.3262-5.6856i
-1.3895-5.67i
-1.4462-5.643i
-1.4979-5.6191i
-1.5473-5.6051i
-1.6074-5.5951i
-1.6662-5.5808i
-1.721-5.5621i
-1.7887-5.5309i
-1.8624-5.4963i
-1.9347-5.4648i
-2.0068-5.4379i
-2.0928-5.4193i
-2.164-5.4002i
-2.2245-5.3797i
-2.284-5.359i
-2.3479-5.3395i
-2.4085-5.3183i
-2.4753-5.3053i
-2.5448-5.2851i
-2.6064-5.2672i
-2.6536-5.242i
-2.6915-5.2233i
-2.7362-5.2058i
-2.7821-5.166i
-2.8338-5.1315i
-2.8901-5.0958i
-2.9547-5.0552i
-3.0101-5.0021i
-3.0697-4.9437i
-3.1278-4.902i
-3.1846-4.8679i
-3.2313-4.8355i
-3.2822-4.7898i
-3.3385-4.7525i
-3.4-4.722i
-3.4541-4.6768i
-3.4994-4.6343i
-3.5535-4.6015i
-3.6003-4.5622i
-3.6398-4.526i
-3.6745-4.4777i
-3.7129-4.4382i
-3.7581-4.3988i
-3.7825-4.3554i
-3.8009-4.3204i
-3.8314-4.2622i
-3.868-4.1841i
-3.9011-4.1246i
-3.9336-4.0659i
-3.9705-3.9867i
-4.0003-3.928i
-4.0316-3.8711i
-4.0666-3.8079i
-4.1012-3.7368i
-4.1257-3.662i
-4.152-3.5955i
-4.1805-3.5375i
-4.204-3.4828i
-4.2321-3.4391i
-4.2714-3.3852i
-4.2937-3.3191i
-4.3111-3.2592i
-4.3258-3.1992i
-4.3427-3.1358i
-4.365-3.0666i
-4.3908-3.0122i
-4.4083-2.9533i
-4.4261-2.8824i
-4.4409-2.811i
-4.4538-2.7364i
-4.4688-2.6611i
-4.4809-2.5831i
-4.4991-2.5176i
-4.5229-2.4566i
-4.5534-2.401i
-4.5705-2.3342i
-4.596-2.2596i
-4.627-2.183i
-4.6473-2.1148i
-4.6629-2.0543i
-4.68-1.9907i
-4.6919-1.9198i
-4.7018-1.8534i
-4.7168-1.7881i
-4.7376-1.7273i
-4.7597-1.6516i
-4.7715-1.5744i
-4.7703-1.5014i
-4.7654-1.4172i
-4.7788-1.3315i
-4.791-1.2461i
-4.8014-1.1543i
-4.811-1.076i
-4.818-0.99666i
-4.8395-0.90833i
-4.8663-0.8081i
-4.8876-0.72355i
-4.899-0.64367i
-4.9136-0.56219i
-4.9327-0.48134i
-4.9591-0.39945i
-4.981-0.31211i
-4.999-0.23292i
-5.0092-0.15526i
-5.0183-0.075383i
-5.0154+0.0023193i
-5.0155+0.072572i
-5.0249+0.14583i
-5.024+0.21446i
-5.0224+0.29143i
-5.0147+0.36909i
-5.0043+0.44969i
-5.0016+0.52148i
-4.9945+0.59019i
-4.9852+0.66434i
-4.977+0.73517i
-4.9674+0.81587i
-4.9628+0.88904i
-4.9585+0.96835i
-4.9506+1.0518i
-4.9481+1.1406i
-4.95+1.2147i
-4.9446+1.2774i
-4.9373+1.3454i
-4.9294+1.4061i
-4.9185+1.4664i
-4.9136+1.5229i
-4.9027+1.5867i
-4.8805+1.6531i
-4.8499+1.725i
-4.8296+1.7928i
-4.8069+1.8608i
-4.7712+1.9312i
-4.7386+2.0043i
-4.7202+2.0809i
-4.6938+2.1603i
-4.6611+2.2296i
-4.626+2.2968i
-4.5952+2.3562i
-4.5697+2.4275i
-4.5555+2.4966i
-4.5467+2.5674i
-4.5211+2.6272i
-4.4957+2.6951i
-4.4619+2.7684i
-4.433+2.8289i
-4.4015+2.8722i
-4.3715+2.9204i
-4.3418+2.9644i
-4.3212+3.0068i
-4.2948+3.0598i
-4.2657+3.1076i
-4.2233+3.155i
-4.1857+3.2091i
-4.1358+3.2574i
-4.0883+3.305i
-4.0479+3.3536i
-4.0084+3.3977i
-3.9752+3.4597i
-3.9328+3.5119i
-3.8936+3.5638i
-3.8627+3.6222i
-3.8305+3.6799i
-3.7985+3.7439i
-3.7565+3.7977i
-3.7126+3.8469i
-3.675+3.9031i
-3.6552+3.9545i
-3.6345+4.0028i
-3.6004+4.0565i
-3.5614+4.1147i
-3.5177+4.1607i
-3.4709+4.2058i
-3.4197+4.2498i
-3.3675+4.2985i
-3.3197+4.356i
-3.2679+4.4041i
-3.2117+4.4583i
-3.1597+4.5234i
-3.0982+4.5791i
-3.0476+4.6368i
-3.0009+4.6991i
-2.953+4.7626i
-2.896+4.8223i
-2.8445+4.8845i
-2.7992+4.9362i
-2.7515+4.984i
-2.7091+5.0399i
-2.6664+5.0967i
-2.6225+5.1455i
-2.5772+5.1862i
-2.5258+5.2274i
-2.4728+5.2709i
-2.4248+5.3081i
-2.373+5.3267i
-2.313+5.3509i
-2.2532+5.3795i
-2.192+5.3901i
-2.1274+5.3994i
-2.0679+5.4192i
-2.0113+5.4418i
-1.9569+5.4705i
-1.8955+5.5056i
-1.8419+5.5415i
-1.7825+5.5818i
-1.7233+5.607i
-1.6634+5.6346i
-1.5946+5.6762i
-1.5344+5.6947i
-1.4858+5.7107i
-1.4422+5.7398i
-1.393+5.7698i
-1.3418+5.7833i
-1.2813+5.782i
-1.2241+5.7807i
-1.1637+5.7856i
-1.0921+5.7881i
-1.0182+5.7815i
-0.95474+5.7849i
-0.89664+5.796i
-0.83013+5.8056i
-0.75971+5.8068i
-0.68699+5.803i
-0.61239+5.8091i
-0.55147+5.813i
-0.50481+5.832i
-0.44897+5.8351i
-0.38039+5.8471i
-0.3112+5.8647i
-0.24673+5.8783i
-0.20086+5.8797i
-0.13735+5.8828i
-0.081857+5.8841i
-0.027162+5.8849i
0.036517+5.8869i
0.087493+5.8835i
0.12835+5.8775i
0.18222+5.851i
0.24935+5.8289i
0.31699+5.8014i
0.38706+5.7803i
0.45493+5.7719i
0.51444+5.753i
0.57567+5.7475i
0.63668+5.7339i
0.69054+5.7271i
0.75773+5.7236i
0.82779+5.7229i
0.88146+5.7171i
0.93255+5.7145i
0.99131+5.7119i
1.0542+5.7018i
1.1093+5.7i
1.1659+5.7019i
1.2204+5.695i
1.2798+5.6916i
1.3426+5.6781i
1.4001+5.6627i
1.4632+5.6455i
1.5177+5.6204i
1.5765+5.5963i
1.6388+5.5728i
1.705+5.5606i
1.7793+5.5468i
1.8415+5.5135i
1.9123+5.499i
1.9979+5.4884i
2.0832+5.4676i
2.1618+5.4515i
2.2364+5.4475i
2.2985+5.4361i
2.3621+5.4124i
2.4299+5.3919i
2.5035+5.3761i
2.5703+5.3756i
2.6302+5.3546i
2.6882+5.3304i
2.7383+5.293i
2.7836+5.2503i
2.8361+5.2094i
2.8918+5.175i
2.9461+5.1449i
2.9961+5.1038i
3.0492+5.0609i
3.0977+5.0133i
3.152+4.9602i
3.2021+4.9154i
3.2549+4.8572i
3.3036+4.7926i
3.3633+4.7449i
3.4241+4.712i
3.4801+4.678i
3.5229+4.625i
3.5658+4.5823i
3.6214+4.5343i
3.6654+4.4894i
3.7141+4.4555i
3.7482+4.4166i
3.7737+4.3647i
3.8029+4.3161i
3.8325+4.2617i
3.8685+4.2049i
3.9012+4.1518i
3.9336+4.1048i
3.9646+4.0442i
4.0065+3.9765i
4.0455+3.9143i
4.0761+3.8505i
4.1052+3.7791i
4.1441+3.7173i
4.1878+3.6588i
4.228+3.6045i
4.2602+3.5464i
4.2962+3.4907i
4.3267+3.4355i
4.3525+3.3747i
4.3788+3.3267i
4.3899+3.2795i
4.4068+3.2083i
4.421+3.1448i
4.4376+3.0931i
4.4537+3.0327i
4.4682+2.9644i
4.4826+2.8908i
4.5012+2.8174i
4.513+2.7458i
4.5331+2.6683i
4.5489+2.5828i
4.5696+2.5044i
4.5813+2.425i
4.5884+2.353i
4.6144+2.2734i
4.6413+2.1933i
4.6727+2.1194i
4.6963+2.047i
4.7146+1.9748i
4.7329+1.9115i
4.7523+1.8492i
4.7723+1.7734i
4.7931+1.6937i
4.8129+1.6313i
4.8155+1.5676i
4.8219+1.4998i
4.8252+1.4414i
4.8305+1.3651i
4.8517+1.2804i
4.8705+1.201i
4.8814+1.1247i
4.8848+1.0435i
4.8908+0.96495i
4.8992+0.88275i
4.9064+0.79579i
4.9244+0.70257i
4.9484+0.61476i
4.9655+0.53424i
4.9858+0.44513i
4.9928+0.35631i
5.0077+0.2801i
5.0238+0.20252i
5.0405+0.12448i
5.0574+0.037741i
5.0717-0.033858i
5.0818-0.09922i
5.0863-0.17461i
5.0867-0.25581i
5.0827-0.34125i
5.0765-0.41578i
5.0733-0.48991i
5.063-0.56098i
5.0548-0.63368i
5.0414-0.71369i
5.0174-0.79242i
5.0028-0.87371i
4.9958-0.95774i
4.9911-1.0472i
4.9869-1.1295i
4.9838-1.2127i
4.9708-1.2926i
4.9528-1.3635i
4.9483-1.4285i
4.9477-1.5004i
4.9367-1.5668i
4.9307-1.6356i
4.9234-1.6913i
4.9107-1.7485i
4.8908-1.8171i
4.8612-1.8795i
4.8435-1.9347i
4.8199-1.997i
4.7825-2.0523i
4.7423-2.1092i
4.7103-2.1779i
4.6869-2.2456i
4.6642-2.3164i
4.6365-2.3806i
4.6056-2.4354i
4.585-2.4908i
4.5509-2.5451i
4.5341-2.6125i
4.5219-2.6812i
4.5018-2.7487i
4.4702-2.8219i
4.4374-2.8751i
4.395-2.9186i
4.3562-2.9631i
4.3274-3.0144i
4.295-3.0756i
4.2642-3.1351i
4.2287-3.1823i
4.1801-3.2195i
4.1347-3.2699i
4.0966-3.326i
4.0498-3.3827i
4.0089-3.442i
3.9646-3.495i
3.9281-3.557i
3.8888-3.6134i
3.8525-3.6655i
3.8198-3.7331i
3.7905-3.7906i
3.7609-3.8445i
3.7154-3.8983i
3.6647-3.9419i
3.6181-3.992i
3.5817-4.0455i
3.5474-4.0942i
3.52-4.141i
3.4831-4.1803i
3.438-4.2142i
3.3987-4.2566i
3.3497-4.3018i
3.2945-4.3437i
3.2464-4.3946i
3.1953-4.4495i
3.1353-4.5014i
3.0728-4.5433i
3.0174-4.5919i
2.9694-4.652i
2.9095-4.7008i
2.8619-4.7654i
2.8176-4.8202i
2.7691-4.8719i
2.7129-4.9291i
2.6606-4.9832i
2.6176-5.0392i
2.5732-5.0912i
2.5327-5.1325i
2.4944-5.1727i
2.4515-5.2001i
2.389-5.2203i
2.3273-5.2498i
2.2684-5.2784i
2.2068-5.3132i
2.1527-5.351i
2.0977-5.3666i
2.0344-5.3854i
1.9729-5.4123i
1.91-5.4494i
1.8482-5.4932i
1.7926-5.5195i
1.7274-5.5501i
1.6615-5.5856i
1.6085-5.62i
1.5623-5.6495i
1.5128-5.6751i
1.4558-5.6935i
1.404-5.7173i
1.3558-5.7422i
1.2961-5.7519i
1.2362-5.7441i
1.1736-5.7519i
1.1112-5.7612i
1.0603-5.7714i
0.99585-5.7809i
0.92842-5.7686i
0.87697-5.7622i
0.81884-5.752i
0.75155-5.7452i
0.67892-5.7449i
0.61481-5.7559i
0.55131-5.7648i
0.48334-5.7561i
0.41671-5.7615i
0.34954-5.7711i
0.29511-5.7888i
0.25273-5.8025i
0.20239-5.8045i
0.15198-5.8031i
0.095251-5.7936i
0.031253-5.7894i
-0.026952-5.7888i
-0.082267-5.7668i
-0.13321-5.7499i
-0.19148-5.7408i
-0.25778-5.7299i
-0.31453-5.7194i
-0.36959-5.7108i
-0.4416-5.6996i
-0.49895-5.6982i
-0.55498-5.6981i
-0.61914-5.6955i
-0.67289-5.688i
-0.74317-5.6901i
-0.81513-5.6882i
-0.88011-5.6939i
-0.93934-5.6956i
-1.0034-5.6889i
-1.0614-5.6915i
-1.1263-5.6884i
-1.1889-5.6825i
-1.2426-5.6797i
-1.2965-5.6704i
-1.3487-5.6599i
-1.4152-5.6533i
-1.4868-5.631i
-1.5447-5.6016i
-1.6002-5.5754i
-1.6535-5.5523i
-1.712-5.5219i
-1.7721-5.4967i
-1.8489-5.4747i
-1.921-5.444i
-1.9851-5.4284i
-2.0514-5.4097i
-2.1173-5.3999i
-2.192-5.3884i
-2.2665-5.3693i
-2.3354-5.3486i
-2.4104-5.329i
-2.4858-5.3066i
-2.551-5.2794i
-2.6128-5.2418i
-2.6636-5.2065i
-2.7169-5.1779i
-2.7688-5.1459i
-2.817-5.1221i
-2.8665-5.1015i
-2.9182-5.0628i
-2.9745-5.0158i
-3.0288-4.982i
-3.0811-4.9425i
-3.1344-4.9056i
-3.1888-4.857i
-3.2516-4.8223i
-3.3044-4.7793i
-3.3539-4.729i
-3.4088-4.6744i
