-4.6805-4.3933i
-4.7391-4.3294i
-4.802-4.2756i
-4.8708-4.2271i
-4.926-4.1689i
-4.974-4.1085i
-5.0182-4.0425i
-5.0522-3.981i
-5.0825-3.9191i
-5.1203-3.8518i
-5.1545-3.7843i
-5.1861-3.728i
-5.2235-3.6527i
-5.2619-3.5697i
-5.3011-3.4942i
-5.336-3.42i
-5.3633-3.3443i
-5.4013-3.259i
-5.4411-3.1758i
-5.4788-3.1027i
-5.5153-3.0242i
-5.5536-2.9385i
-5.5952-2.8532i
-5.6445-2.7761i
-5.6812-2.7061i
-5.7072-2.6326i
-5.7317-2.5714i
-5.7582-2.4978i
-5.789-2.4254i
-5.8167-2.363i
-5.8397-2.2972i
-5.8517-2.2248i
-5.8735-2.1395i
-5.8727-2.0459i
-5.8688-1.9636i
-5.865-1.8859i
-5.8685-1.8066i
-5.8645-1.7272i
-5.8676-1.6342i
-5.8904-1.5365i
-5.9049-1.4411i
-5.8989-1.3448i
-5.9022-1.2508i
-5.9215-1.1683i
-5.9173-1.0807i
-5.9198-0.99154i
-5.9299-0.89934i
-5.9353-0.81316i
-5.9409-0.73631i
-5.942-0.65064i
-5.944-0.56204i
-5.9516-0.49098i
-5.9457-0.41607i
-5.9426-0.32432i
-5.9392-0.24862i
-5.9348-0.16589i
-5.9224-0.084087i
-5.9033-0.0075637i
-5.8907+0.079645i
-5.8805+0.15797i
-5.8734+0.23829i
-5.8589+0.32494i
-5.8406+0.42149i
-5.8385+0.51105i
-5.8292+0.60942i
-5.8167+0.70558i
-5.8133+0.79021i
-5.8097+0.87365i
-5.8104+0.9479i
-5.8026+1.0234i
-5.7872+1.1059i
-5.7876+1.1883i
-5.7852+1.2726i
-5.7787+1.3686i
-5.7665+1.4444i
-5.7585+1.5209i
-5.7474+1.5999i
-5.7198+1.6779i
-5.6924+1.7626i
-5.6816+1.856i
-5.6714+1.9508i
-5.6526+2.0458i
-5.6198+2.1423i
-5.6019+2.2316i
-5.5801+2.3207i
-5.5497+2.4122i
-5.5211+2.509i
-5.5034+2.6084i
-5.4867+2.7133i
-5.4658+2.8098i
-5.4465+2.8976i
-5.4284+2.9856i
-5.4101+3.0679i
-5.3699+3.1504i
-5.3465+3.214i
-5.3262+3.285i
-5.2948+3.3721i
-5.2595+3.4385i
-5.2155+3.4955i
-5.167+3.5603i
-5.1231+3.619i
-5.0829+3.6859i
-5.0394+3.7598i
-4.9868+3.8329i
-4.935+3.9038i
-4.8813+3.9773i
-4.8381+4.0469i
-4.8039+4.1297i
-4.7618+4.2169i
-4.7059+4.2793i
-4.6547+4.3431i
-4.6113+4.4099i
-4.5759+4.4822i
-4.536+4.5483i
-4.488+4.6221i
-4.4278+4.6897i
-4.3788+4.7479i
-4.3352+4.8057i
-4.2841+4.8475i
-4.2327+4.8966i
-4.1835+4.9535i
-4.1274+5.0018i
-4.0613+5.0507i
-4.0059+5.1051i
-3.9517+5.1539i
-3.898+5.2094i
-3.8351+5.2711i
-3.7799+5.3315i
-3.7105+5.3916i
-3.633+5.4328i
-3.5747+5.4866i
-3.517+5.5459i
-3.4595+5.6045i
-3.4004+5.66i
-3.3428+5.7121i
-3.2828+5.7601i
-3.2274+5.8039i
-3.1763+5.8377i
-3.114+5.8588i
-3.0552+5.8987i
-3.001+5.9327i
-2.9475+5.9525i
-2.8815+5.977i
-2.8183+6.0091i
-2.7607+6.0381i
-2.6944+6.0831i
-2.6213+6.1154i
-2.5496+6.1468i
-2.4842+6.1744i
-2.4155+6.2041i
-2.348+6.2301i
-2.2756+6.2632i
-2.21+6.2936i
-2.1405+6.3245i
-2.0701+6.3569i
-2.0145+6.3872i
-1.9559+6.422i
-1.9001+6.4621i
-1.8422+6.5002i
-1.7771+6.5242i
-1.7151+6.5533i
-1.6464+6.5757i
-1.5879+6.5956i
-1.5325+6.6227i
-1.4618+6.6469i
-1.392+6.6777i
-1.3232+6.7129i
-1.2398+6.7395i
-1.1538+6.7489i
-1.0785+6.7723i
-0.99738+6.7978i
-0.9225+6.8272i
-0.84919+6.8474i
-0.76497+6.8594i
-0.68354+6.8825i
-0.60876+6.908i
-0.53169+6.9248i
-0.46597+6.9342i
-0.39941+6.952i
-0.3366+6.9634i
-0.26794+6.9705i
-0.19721+6.9854i
-0.12319+6.9795i
-0.051521+6.965i
0.03175+6.9663i
0.11268+6.9552i
0.17977+6.9299i
0.24659+6.9246i
0.32304+6.9164i
0.39954+6.9048i
0.4642+6.8838i
0.5316+6.8658i
0.61117+6.8438i
0.70178+6.8291i
0.79337+6.8243i
0.87886+6.806i
0.95477+6.783i
1.0245+6.7628i
1.0933+6.7503i
1.1619+6.7341i
1.234+6.7033i
1.3099+6.6789i
1.3834+6.6656i
1.4394+6.6349i
1.5036+6.6039i
1.5744+6.58i
1.6525+6.5558i
1.7133+6.5299i
1.7688+6.5007i
1.8451+6.4679i
1.9101+6.428i
1.9616+6.3803i
2.0296+6.3322i
2.1005+6.2959i
2.1703+6.2607i
2.2431+6.2228i
2.3249+6.1915i
2.4065+6.1554i
2.4816+6.1135i
2.552+6.0831i
2.6255+6.0683i
2.6963+6.0309i
2.7585+5.9936i
2.826+5.9566i
2.8848+5.9215i
2.9449+5.8916i
3.0019+5.8671i
3.0577+5.831i
3.1162+5.7988i
3.164+5.7584i
3.2131+5.7051i
3.2775+5.6504i
3.3358+5.5927i
3.3865+5.5373i
3.451+5.4821i
3.5178+5.4308i
3.5754+5.381i
3.637+5.3371i
3.6889+5.285i
3.7449+5.2358i
3.8156+5.1813i
3.8849+5.1317i
3.9499+5.0864i
4.0055+5.0377i
4.0587+5.003i
4.1108+4.9708i
4.1619+4.9173i
4.2262+4.8648i
4.2812+4.8153i
4.3319+4.7597i
4.3836+4.7117i
4.4394+4.6663i
4.4983+4.6176i
4.5517+4.5648i
4.5958+4.5172i
4.6495+4.4597i
4.7124+4.3925i
4.7774+4.3275i
4.8267+4.266i
4.8789+4.2013i
4.9303+4.133i
4.9907+4.0707i
5.0452+4.0006i
5.0928+3.9303i
5.1418+3.8716i
5.1962+3.8113i
5.2357+3.7546i
5.2777+3.6891i
5.3358+3.6284i
5.382+3.5614i
5.4107+3.4821i
5.4318+3.4015i
5.463+3.3275i
5.4974+3.2431i
5.5285+3.1567i
5.5698+3.0885i
5.5982+3.0144i
5.6143+2.9348i
5.6387+2.8423i
5.6716+2.7533i
5.7064+2.6816i
5.7372+2.5902i
5.7512+2.4947i
5.774+2.4011i
5.8082+2.3225i
5.8339+2.2489i
5.8415+2.1717i
5.8494+2.0925i
5.8688+1.9999i
5.8756+1.9131i
5.884+1.8383i
5.8918+1.7564i
5.907+1.67i
5.9272+1.5907i
5.9344+1.5115i
5.9252+1.4363i
5.9225+1.3559i
5.9274+1.2634i
5.9234+1.1663i
5.9112+1.0867i
5.8992+1.0149i
5.8991+0.93798i
5.9097+0.8531i
5.921+0.76159i
5.9295+0.68168i
5.9298+0.60255i
5.9283+0.51212i
5.9433+0.42895i
5.9523+0.33791i
5.9572+0.2472i
5.9588+0.16026i
5.962+0.078472i
5.9647-0.00016133i
5.958-0.086061i
5.949-0.15284i
5.937-0.21741i
5.9203-0.30444i
5.9074-0.39069i
5.8992-0.47036i
5.8926-0.55796i
5.8837-0.64531i
5.8807-0.72596i
5.8673-0.81434i
5.8439-0.90787i
5.8169-0.99208i
5.8044-1.0817i
5.7939-1.1824i
5.7937-1.2813i
5.7993-1.3748i
5.7897-1.4621i
5.7793-1.5389i
5.7695-1.6226i
5.7582-1.7081i
5.7532-1.7814i
5.7485-1.8618i
5.747-1.9531i
5.7255-2.0432i
5.6936-2.1266i
5.6658-2.1943i
5.6444-2.2725i
5.6209-2.3437i
5.5911-2.4107i
5.5734-2.5031i
5.5563-2.584i
5.5323-2.6707i
5.4936-2.7636i
5.4546-2.8507i
5.4315-2.9313i
5.4074-3.0143i
5.3826-3.1049i
5.3473-3.1859i
5.3103-3.2676i
5.2809-3.3545i
5.2558-3.4427i
5.2105-3.5101i
5.1696-3.57i
5.1366-3.6484i
5.1004-3.7207i
5.0618-3.7878i
5.0217-3.8658i
4.9862-3.9373i
4.9342-3.9977i
4.8721-4.0675i
4.8246-4.1335i
4.7865-4.2051i
4.7428-4.2736i
4.7-4.3466i
4.6354-4.4265i
4.5725-4.488i
4.5196-4.548i
4.4606-4.6157i
4.4168-4.6948i
4.3719-4.7702i
4.3133-4.8412i
4.2587-4.9034i
4.2113-4.9702i
4.16-5.0226i
4.1061-5.0806i
4.0582-5.1411i
4.0115-5.1788i
3.9546-5.2152i
3.9122-5.2666i
3.8648-5.3094i
3.7986-5.3392i
3.7314-5.3712i
3.6713-5.4083i
3.6008-5.4421i
3.5283-5.484i
3.4615-5.5246i
3.4036-5.5688i
3.3474-5.6156i
3.2899-5.6655i
3.2388-5.7061i
3.1838-5.7564i
3.1155-5.7985i
3.051-5.8409i
2.9867-5.8759i
2.9212-5.9081i
2.8621-5.9484i
2.8103-5.994i
2.7558-6.0378i
2.705-6.0717i
2.6471-6.101i
2.5853-6.1274i
2.5159-6.149i
2.4515-6.1706i
2.3811-6.202i
2.3079-6.2276i
2.247-6.2543i
2.19-6.2994i
2.1133-6.3425i
2.0321-6.374i
1.9637-6.4094i
1.8908-6.4343i
1.8279-6.4687i
1.7675-6.5035i
1.6997-6.5436i
1.632-6.5876i
1.5646-6.6274i
1.5042-6.6604i
1.4414-6.6863i
1.3808-6.7209i
1.3171-6.7473i
1.2519-6.7585i
1.1885-6.7761i
1.1247-6.7985i
1.0569-6.8054i
0.98388-6.8198i
0.91655-6.8431i
0.84604-6.8535i
0.75745-6.8586i
0.67478-6.861i
0.59706-6.8593i
0.51505-6.8593i
0.44303-6.8672i
0.37556-6.8648i
0.30712-6.8672i
0.22895-6.8809i
0.15093-6.8796i
0.07581-6.8792i
0.0065303-6.8883i
-0.065916-6.8921i
-0.14696-6.8966i
-0.23019-6.8943i
-0.291-6.8858i
-0.34923-6.8691i
-0.42032-6.8519i
-0.50452-6.8486i
-0.59352-6.8457i
-0.66881-6.8303i
-0.72966-6.8043i
-0.79857-6.7839i
-0.87682-6.7716i
-0.96267-6.7572i
-1.0509-6.7424i
-1.1273-6.7216i
-1.2047-6.7034i
-1.2872-6.6784i
-1.3609-6.6621i
-1.4331-6.6244i
-1.5132-6.5948i
-1.5966-6.5694i
-1.6723-6.5487i
-1.7488-6.5364i
-1.8215-6.5171i
-1.892-6.4867i
-1.9544-6.4444i
-1.9999-6.4091i
-2.0634-6.3838i
-2.1349-6.3477i
-2.1956-6.3057i
-2.2601-6.2674i
-2.3269-6.2286i
-2.3919-6.1898i
-2.4587-6.1509i
-2.5223-6.1088i
-2.5858-6.0573i
-2.6522-6.0008i
-2.7195-5.9553i
-2.7946-5.9205i
-2.869-5.8782i
-2.9355-5.8256i
-2.9952-5.7859i
-3.0542-5.7565i
-3.116-5.7281i
-3.1733-5.6947i
-3.2329-5.6607i
-3.2879-5.609i
-3.3312-5.559i
-3.3867-5.5139i
-3.4482-5.4815i
-3.5165-5.4557i
-3.5722-5.4075i
-3.6183-5.3534i
-3.6751-5.3062i
-3.7305-5.2715i
-3.7862-5.2209i
-3.8526-5.1677i
-3.9242-5.1093i
-3.9935-5.0637i
-4.0565-5.0127i
-4.1212-4.9611i
-4.1867-4.926i
-4.2462-4.8779i
-4.3053-4.8377i
-4.3714-4.7922i
-4.4472-4.7494i
-4.5153-4.7008i
-4.5725-4.6627i
-4.6327-4.6363i
-4.6878-4.5886i
-4.7314-4.526i
-4.7796-4.4692i
-4.8314-4.4129i
-4.8789-4.3395i
-4.9143-4.2647i
-4.9633-4.1954i
-5.0151-4.1237i
-5.0585-4.0589i
-5.0956-4.0014i
-5.1376-3.9329i
-5.169-3.8559i
-5.2138-3.7767i
-5.2604-3.7043i
-5.2993-3.6249i
-5.3417-3.5497i
-5.382-3.4656i
-5.4165-3.3783i
-5.4475-3.2972i
-5.4829-3.2254i
-5.5179-3.1577i
-5.5521-3.0939i
-5.5815-3.021i
-5.6018-2.9339i
-5.6211-2.8568i
-5.6446-2.7769i
-5.6537-2.6999i
-5.6636-2.6316i
-5.6962-2.5547i
-5.7304-2.4709i
-5.7556-2.4024i
-5.7665-2.3146i
-5.7861-2.2206i
-5.8122-2.1309i
-5.8268-2.0437i
-5.8462-1.9592i
-5.8713-1.8822i
-5.8921-1.8i
-5.91-1.7137i
-5.9241-1.632i
-5.9498-1.5573i
-5.9646-1.4807i
-5.969-1.4041i
-5.9581-1.328i
-5.9434-1.2557i
-5.9511-1.1776i
-5.9624-1.0966i
-5.9656-1.0192i
-5.966-0.929i
-5.9631-0.83764i
-5.9623-0.75183i
-5.968-0.6729i
-5.9586-0.60074i
-5.9462-0.51861i
-5.931-0.41939i
-5.9224-0.31952i
-5.9249-0.21465i
-5.9209-0.11234i
-5.9147-0.021816i
-5.922+0.059958i
-5.9254+0.14494i
-5.9239+0.23016i
-5.9128+0.31299i
-5.9035+0.39192i
-5.9036+0.47592i
-5.8989+0.55693i
-5.8975+0.63809i
-5.8857+0.71452i
-5.8722+0.79428i
-5.8573+0.87821i
-5.8377+0.96719i
-5.8085+1.0532i
-5.7969+1.1284i
-5.7761+1.2037i
-5.7517+1.2782i
-5.7327+1.3574i
-5.7165+1.4452i
-5.7097+1.543i
-5.7093+1.6457i
-5.6996+1.745i
-5.6824+1.8341i
-5.6675+1.9162i
-5.6643+1.9968i
-5.6484+2.091i
-5.6355+2.1931i
-5.6267+2.28i
-5.6056+2.3611i
-5.5769+2.429i
-5.5547+2.501i
-5.5397+2.586i
-5.5209+2.6748i
-5.4988+2.766i
-5.4593+2.8507i
-5.4289+2.932i
-5.4051+3.0052i
-5.3731+3.0766i
-5.3344+3.1536i
-5.2906+3.2361i
-5.248+3.329i
-5.2026+3.4125i
-5.1616+3.4906i
-5.1216+3.5748i
-5.0867+3.6561i
-5.0478+3.7292i
-5.0005+3.7997i
-4.9608+3.8745i
-4.9184+3.9494i
-4.8853+4.0121i
-4.8402+4.0724i
-4.7959+4.1365i
-4.7525+4.218i
-4.702+4.2964i
-4.6487+4.3592i
-4.6092+4.4151i
-4.5619+4.4677i
-4.5087+4.5201i
-4.4458+4.5731i
-4.3747+4.6281i
-4.3264+4.6934i
-4.2799+4.7597i
-4.2273+4.8174i
-4.1627+4.8833i
-4.1051+4.955i
-4.0503+5.0179i
-3.9973+5.0843i
-3.9487+5.1431i
-3.9081+5.1973i
-3.865+5.2494i
-3.809+5.2969i
-3.745+5.3395i
-3.6898+5.3893i
-3.6342+5.4503i
-3.5769+5.4949i
-3.5254+5.5317i
-3.471+5.5728i
-3.4221+5.6185i
-3.3595+5.6565i
-3.291+5.6927i
-3.2137+5.7375i
-3.1459+5.7736i
-3.0836+5.8153i
-3.0232+5.8555i
-2.9595+5.8969i
-2.8823+5.9353i
-2.8178+5.978i
-2.7592+6.0168i
-2.7051+6.0692i
-2.6506+6.1174i
-2.5862+6.1566i
-2.5166+6.1969i
-2.4545+6.2306i
-2.3994+6.257i
-2.34+6.2844i
-2.2846+6.3142i
-2.2321+6.333i
-2.1737+6.3539i
-2.1104+6.3741i
-2.0423+6.4034i
-1.975+6.4363i
-1.9036+6.4606i
-1.8342+6.4867i
-1.7615+6.5086i
-1.6832+6.5138i
-1.6052+6.5355i
-1.5436+6.5612i
-1.4776+6.5751i
-1.407+6.6055i
-1.3396+6.6433i
-1.2666+6.6691i
-1.1902+6.698i
-1.1111+6.7312i
-1.0431+6.7537i
-0.98094+6.7656i
-0.92052+6.7953i
-0.84618+6.825i
-0.77551+6.8351i
-0.71216+6.8418i
-0.63942+6.847i
-0.56389+6.8445i
-0.49003+6.8407i
-0.41602+6.8644i
-0.33466+6.8753i
-0.25436+6.8777i
-0.17693+6.8677i
-0.097378+6.8568i
-0.022563+6.846i
0.050173+6.8462i
0.13062+6.8515i
0.21187+6.8689i
0.27945+6.8755i
0.34593+6.8807i
0.42236+6.8881i
0.48818+6.8803i
0.54957+6.8741i
0.61659+6.8646i
0.6818+6.8599i
0.75239+6.8433i
0.82743+6.8308i
0.90847+6.8137i
0.99041+6.7864i
1.0695+6.7584i
1.1519+6.7354i
1.2271+6.7081i
1.2931+6.6673i
1.3498+6.6202i
1.4104+6.5794i
1.4808+6.5457i
1.5468+6.5021i
1.6339+6.4797i
1.7216+6.4655i
1.8017+6.4408i
1.8686+6.3987i
1.9239+6.3612i
1.9931+6.3337i
2.0631+6.303i
2.1307+6.2683i
2.1964+6.2441i
2.2574+6.2105i
2.3199+6.185i
2.3733+6.1673i
2.4271+6.129i
2.4861+6.0678i
2.5503+6.0222i
2.6133+5.9849i
2.6766+5.9542i
2.7517+5.9162i
2.8088+5.878i
2.8714+5.8358i
2.9469+5.7784i
3.0217+5.725i
3.0881+5.6807i
3.1521+5.6463i
3.2231+5.6038i
3.2882+5.5652i
3.3575+5.5399i
3.4257+5.5193i
3.4831+5.4925i
3.5378+5.4503i
3.6013+5.4226i
3.6657+5.3924i
3.7221+5.3512i
3.7762+5.313i
3.8158+5.2645i
3.8648+5.2091i
3.919+5.1613i
3.9661+5.0985i
4.0236+5.0479i
4.0863+4.9956i
4.1461+4.9331i
4.2006+4.8795i
4.2533+4.8286i
4.3063+4.7711i
4.3595+4.7134i
4.4264+4.6399i
4.4919+4.5784i
4.5556+4.5377i
4.6216+4.487i
4.6785+4.435i
4.7363+4.3901i
4.7909+4.3391i
4.8282+4.278i
4.865+4.2275i
4.9179+4.1714i
4.9547+4.1039i
4.9885+4.0256i
5.0429+3.9634i
5.0894+3.911i
5.128+3.8513i
5.1611+3.7799i
5.1878+3.7072i
5.2142+3.6304i
5.2554+3.5512i
5.2985+3.4779i
5.3383+3.3911i
5.3793+3.3013i
5.4147+3.2183i
5.4572+3.1544i
5.496+3.0893i
5.5236+3.0215i
5.5644+2.9507i
5.61+2.8963i
5.6529+2.8315i
5.6769+2.7536i
5.6984+2.6809i
5.7115+2.6056i
5.7253+2.5361i
5.7457+2.4707i
5.771+2.391i
5.7904+2.2994i
5.8035+2.209i
5.821+2.1114i
5.8313+2.0156i
5.8345+1.9306i
5.8418+1.8531i
5.8476+1.7691i
5.8448+1.6756i
5.8473+1.5828i
5.8503+1.4884i
5.8739+1.3979i
5.8917+1.3152i
5.8959+1.2396i
5.903+1.1649i
5.9182+1.0816i
5.9299+0.99879i
5.9268+0.91675i
5.9128+0.83549i
5.9023+0.74768i
5.8965+0.6698i
5.8952+0.60549i
5.9005+0.52809i
5.9044+0.43533i
5.9073+0.34605i
5.908+0.25709i
5.8957+0.17493i
5.8714+0.091324i
5.8547-0.0044974i
5.8593-0.091259i
5.8624-0.17149i
5.8502-0.25407i
5.849-0.33834i
5.8493-0.42536i
5.8401-0.5157i
5.8362-0.60146i
5.8437-0.67488i
5.8459-0.74734i
5.8444-0.82951i
5.845-0.90984i
5.8361-0.98209i
5.8111-1.0631i
5.7888-1.1456i
5.7804-1.2189i
5.7709-1.2968i
5.7553-1.3806i
5.738-1.4665i
5.7047-1.5532i
5.6782-1.6474i
5.6661-1.7456i
5.6465-1.8385i
5.6199-1.9254i
5.6092-2.02i
5.6023-2.1139i
5.5952-2.1972i
5.573-2.2898i
5.5639-2.3876i
5.5586-2.4766i
5.5424-2.5644i
5.5207-2.6434i
5.4983-2.7239i
5.4736-2.7986i
5.4472-2.872i
5.4176-2.9473i
5.3887-3.02i
5.3508-3.0936i
5.3056-3.1624i
5.2618-3.2197i
5.2225-3.2703i
5.1783-3.3442i
5.1326-3.4235i
5.0908-3.495i
5.0484-3.5697i
5.012-3.6418i
4.966-3.7206i
4.9207-3.8122i
4.8701-3.8902i
4.8437-3.9673i
4.8056-4.0476i
4.7644-4.1204i
4.7246-4.1946i
4.6842-4.2645i
4.6436-4.3298i
4.6025-4.3827i
4.5624-4.4481i
4.5123-4.5087i
4.4561-4.5654i
4.3934-4.615i
4.3392-4.6578i
4.2789-4.7175i
4.2168-4.7826i
4.156-4.8424i
4.1061-4.9i
4.052-4.9629i
3.996-5.0172i
3.9442-5.0766i
3.8888-5.1324i
3.8263-5.18i
3.7708-5.2292i
3.7158-5.2756i
3.6516-5.3216i
3.5954-5.379i
3.5448-5.4347i
3.5049-5.4769i
3.4566-5.522i
3.3951-5.5556i
