-0.65462+5.8696i
-0.60048+5.8854i
-0.54437+5.9025i
-0.48214+5.8985i
-0.43006+5.8818i
-0.37565+5.8726i
-0.31695+5.8636i
-0.25809+5.8582i
-0.20466+5.8491i
-0.14272+5.8407i
-0.072946+5.8392i
-0.014757+5.8395i
0.041525+5.8307i
0.10816+5.8224i
0.17672+5.8092i
0.24027+5.7995i
0.30482+5.7971i
0.36889+5.8012i
0.43229+5.8044i
0.50211+5.8072i
0.56388+5.8146i
0.60787+5.8186i
0.65545+5.8126i
0.70862+5.8089i
0.76703+5.8038i
0.81739+5.7859i
0.87419+5.7738i
0.93025+5.7692i
0.98048+5.7558i
1.0522+5.7511i
1.1275+5.7403i
1.204+5.7191i
1.2679+5.7131i
1.3312+5.7023i
1.4065+5.6848i
1.4786+5.6788i
1.545+5.6764i
1.6128+5.6803i
1.6857+5.6848i
1.7567+5.6782i
1.8156+5.6679i
1.8775+5.6657i
1.9448+5.6672i
2.0129+5.6622i
2.075+5.6514i
2.1299+5.6273i
2.1875+5.6041i
2.2433+5.585i
2.3017+5.5725i
2.354+5.5504i
2.4237+5.507i
2.4862+5.4632i
2.5412+5.4216i
2.5973+5.3757i
2.6627+5.339i
2.7314+5.3168i
2.7958+5.2987i
2.8569+5.277i
2.9136+5.2417i
2.9668+5.2025i
3.0214+5.1654i
3.0845+5.1253i
3.1479+5.0868i
3.2031+5.0478i
3.247+5.008i
3.2843+4.9588i
3.3232+4.9106i
3.372+4.8649i
3.4225+4.8256i
3.4619+4.7824i
3.5092+4.7452i
3.5557+4.7076i
3.6037+4.6541i
3.6485+4.5999i
3.684+4.5453i
3.7336+4.4962i
3.7878+4.4473i
3.8449+4.3907i
3.8869+4.3362i
3.9275+4.2802i
3.9715+4.2234i
4.0111+4.171i
4.051+4.1184i
4.0971+4.0745i
4.1312+4.0326i
4.1638+3.9815i
4.1968+3.9418i
4.2131+3.8864i
4.2335+3.8194i
4.2604+3.7666i
4.2869+3.7i
4.3077+3.6201i
4.3187+3.536i
4.325+3.4612i
4.3459+3.3868i
4.3675+3.3135i
4.3963+3.25i
4.4262+3.1841i
4.4505+3.1066i
4.4715+3.0213i
4.5036+2.9512i
4.5329+2.8832i
4.5546+2.816i
4.5777+2.7396i
4.5983+2.6628i
4.6156+2.6004i
4.6337+2.534i
4.6603+2.4713i
