4.2582-3.1964i
4.2109-3.2527i
4.1628-3.3073i
4.1214-3.3575i
4.0857-3.4191i
4.0452-3.4706i
4.0061-3.5233i
3.9659-3.5779i
3.9129-3.6241i
3.8786-3.6855i
3.8527-3.7492i
3.82-3.8141i
3.7755-3.8677i
3.7181-3.906i
3.6799-3.9549i
3.6519-4.0151i
3.6163-4.0735i
3.5806-4.1296i
3.5504-4.1767i
3.515-4.2125i
3.4727-4.2605i
3.4261-4.3107i
3.3788-4.3583i
3.3388-4.3963i
3.2985-4.4401i
3.2556-4.4856i
3.2084-4.5201i
3.1502-4.5573i
3.093-4.6128i
3.0415-4.655i
2.984-4.6984i
2.9313-4.7566i
2.8898-4.8201i
2.8455-4.8738i
2.805-4.9273i
2.7641-4.9816i
2.7041-5.0297i
2.6478-5.0834i
2.596-5.123i
2.5513-5.1491i
2.5113-5.1867i
2.4661-5.2237i
2.4188-5.2526i
2.3595-5.2869i
2.2925-5.3096i
2.2361-5.33i
2.186-5.3561i
2.1307-5.3834i
2.0637-5.4091i
1.9923-5.4277i
1.9328-5.4568i
1.8698-5.4874i
1.8163-5.5153i
1.7579-5.55i
1.6973-5.5871i
1.6319-5.6187i
1.559-5.6459i
1.4907-5.6701i
1.4273-5.6882i
1.3715-5.7028i
1.326-5.7325i
1.2755-5.7538i
1.2257-5.7591i
1.1705-5.7652i
1.1119-5.7766i
1.0545-5.7734i
0.9953-5.7698i
0.93214-5.766i
0.8711-5.7521i
0.79631-5.7508i
0.7265-5.7424i
0.6572-5.7394i
0.58426-5.7434i
0.52461-5.7417i
0.46643-5.7483i
0.40668-5.7605i
0.3412-5.7651i
0.2842-5.7694i
0.22199-5.7763i
0.16425-5.777i
0.10154-5.7703i
0.031071-5.7743i
-0.029502-5.7791i
-0.090634-5.7783i
-0.14243-5.7759i
-0.20093-5.7668i
-0.25476-5.7602i
-0.31172-5.757i
-0.37471-5.7301i
-0.42696-5.711i
-0.47604-5.6972i
-0.54289-5.6794i
-0.61811-5.6647i
-0.69765-5.6619i
-0.76264-5.6559i
-0.82596-5.6678i
-0.89665-5.6663i
-0.96996-5.6554i
-1.0385-5.6527i
-1.0992-5.651i
-1.1581-5.6477i
-1.2138-5.6465i
-1.2713-5.6531i
-1.3323-5.6511i
-1.3928-5.6391i
-1.4507-5.6233i
-1.506-5.6118i
-1.5647-5.5948i
-1.6149-5.5796i
-1.6714-5.5681i
-1.7348-5.5429i
-1.8028-5.5164i
-1.8672-5.4949i
-1.9229-5.4714i
-1.9831-5.4339i
-2.0472-5.4054i
-2.1167-5.4009i
-2.1951-5.3917i
-2.2608-5.3758i
-2.3329-5.3539i
-2.4111-5.3381i
-2.4833-5.328i
-2.5472-5.3154i
-2.6064-5.2839i
-2.6646-5.2539i
-2.7231-5.224i
-2.7705-5.1972i
-2.817-5.1766i
-2.8671-5.1527i
-2.9218-5.1123i
-2.9688-5.066i
-3.0235-5.0251i
-3.0735-4.9646i
-3.1233-4.9305i
-3.1743-4.8838i
-3.2304-4.8448i
-3.2898-4.817i
-3.3481-4.7702i
-3.4072-4.725i
-3.4646-4.6756i
-3.5205-4.6408i
-3.5824-4.6072i
-3.6366-4.5668i
-3.6816-4.5245i
-3.7236-4.4709i
-3.7691-4.438i
-3.8142-4.4147i
-3.8489-4.372i
-3.8785-4.3168i
-3.9044-4.2645i
-3.9358-4.2204i
-3.9646-4.1658i
-3.9974-4.1002i
-4.0273-4.0315i
-4.0534-3.965i
-4.0738-3.8965i
-4.1079-3.8246i
-4.1383-3.7641i
-4.1719-3.7041i
-4.2123-3.6329i
-4.2429-3.5572i
-4.2786-3.4989i
-4.3097-3.4483i
-4.342-3.3872i
-4.3791-3.3164i
-4.4098-3.2504i
-4.4338-3.18i
-4.457-3.1243i
-4.4766-3.0663i
-4.4874-3.0009i
-4.5054-2.9501i
-4.5231-2.8962i
-4.5344-2.8286i
-4.5475-2.7491i
-4.5614-2.6729i
-4.5805-2.6007i
-4.6053-2.5326i
-4.6308-2.4716i
-4.6519-2.4015i
-4.6711-2.3251i
-4.6909-2.2333i
-4.6976-2.1544i
-4.7162-2.088i
-4.7475-2.0185i
-4.7809-1.9449i
-4.799-1.8774i
-4.8161-1.8096i
-4.8408-1.7485i
-4.8601-1.6892i
-4.8854-1.6251i
-4.9041-1.5542i
-4.9097-1.4767i
-4.9261-1.4064i
-4.9327-1.3375i
-4.9398-1.2596i
-4.9546-1.1737i
-4.9651-1.0892i
-4.9736-1.0063i
-4.9761-0.93003i
-4.9888-0.8461i
-5.0022-0.76149i
-5.0115-0.67445i
-5.0155-0.589i
-5.033-0.49734i
-5.0479-0.4078i
-5.0656-0.30949i
-5.0853-0.22142i
-5.1023-0.14481i
-5.1109-0.057825i
-5.1168+0.01705i
-5.1242+0.083265i
-5.1354+0.15699i
-5.1376+0.22232i
-5.1308+0.28313i
-5.1393+0.35022i
-5.1342+0.41784i
-5.1221+0.48943i
-5.1022+0.56324i
-5.0897+0.64206i
-5.0829+0.72147i
-5.0734+0.79169i
-5.063+0.85944i
-5.0501+0.9382i
-5.0381+1.0228i
-5.0347+1.1068i
-5.0375+1.188i
-5.018+1.269i
-5.0133+1.3516i
-5.0163+1.4199i
-5.0121+1.4776i
-5.0039+1.5527i
-4.988+1.6298i
-4.9694+1.6964i
-4.946+1.7572i
-4.9165+1.8131i
-4.891+1.8678i
-4.8735+1.9291i
