-5.3568+2.8529i
-5.3175+2.9322i
-5.2767+3.0152i
-5.2438+3.0914i
-5.2146+3.1816i
-5.1681+3.2632i
-5.1181+3.3434i
-5.0693+3.4274i
-5.023+3.4961i
-4.9663+3.5644i
-4.919+3.6369i
-4.8887+3.7306i
-4.8484+3.8151i
-4.8076+3.8922i
-4.7732+3.9761i
-4.7299+4.0578i
-4.6943+4.1278i
-4.6561+4.1945i
-4.615+4.2566i
-4.5897+4.3265i
-4.5514+4.3984i
-4.5044+4.4446i
-4.4549+4.4949i
-4.4045+4.5583i
-4.3459+4.6174i
-4.2899+4.6651i
-4.2426+4.7152i
-4.1881+4.7749i
-4.1291+4.8372i
-4.0615+4.8814i
-3.9972+4.9363i
-3.9395+4.9766i
-3.8799+5.0228i
-3.8176+5.0807i
-3.7647+5.131i
-3.7093+5.185i
-3.6571+5.2392i
-3.6074+5.2881i
-3.5679+5.342i
-3.5211+5.403i
-3.4612+5.4554i
-3.4157+5.5056i
-3.3692+5.5441i
-3.3185+5.5668i
-3.2559+5.595i
-3.1877+5.6322i
-3.1301+5.6845i
-3.0745+5.7134i
-3.0042+5.7453i
-2.9263+5.7913i
-2.8599+5.83i
-2.8007+5.8605i
-2.7388+5.8966i
-2.6694+5.932i
-2.6071+5.9737i
-2.5465+6.016i
-2.4811+6.0531i
-2.422+6.1008i
-2.3653+6.147i
-2.3032+6.1904i
-2.2331+6.2303i
-2.1703+6.2644i
-2.112+6.2972i
-2.0568+6.3338i
-1.9998+6.3581i
-1.947+6.3898i
-1.8895+6.4183i
-1.8291+6.4395i
-1.7604+6.4489i
-1.6985+6.4547i
-1.6287+6.4711i
-1.5439+6.5002i
-1.4627+6.5205i
-1.3883+6.5324i
-1.3175+6.5487i
-1.2478+6.5788i
-1.1885+6.6076i
-1.1183+6.6476i
-1.0413+6.6808i
-0.95556+6.703i
-0.87097+6.7085i
-0.79096+6.7336i
-0.71867+6.7736i
-0.64786+6.793i
-0.57235+6.7963i
-0.50722+6.8034i
-0.45106+6.8074i
-0.39264+6.8217i
-0.32067+6.833i
-0.24012+6.8439i
-0.15648+6.8414i
-0.075083+6.8281i
-0.0039278+6.8182i
0.067976+6.8136i
0.14344+6.8101i
0.22892+6.8068i
0.31373+6.7997i
0.40386+6.7948i
0.48053+6.7943i
0.54392+6.7857i
0.61613+6.7774i
0.69096+6.7612i
0.77291+6.7604i
0.8571+6.761i
0.9363+6.7457i
1.02+6.7371i
1.09+6.7234i
1.149+6.6985i
1.2118+6.6842i
1.2732+6.6574i
1.3342+6.6296i
1.3968+6.5971i
1.4571+6.5636i
1.5246+6.5262i
1.6017+6.4843i
1.6689+6.4458i
1.73+6.4036i
1.7996+6.364i
1.8761+6.3366i
1.9435+6.2955i
2.0078+6.2556i
2.0744+6.2302i
2.1359+6.2042i
2.1964+6.1692i
2.2682+6.1379i
2.3356+6.1154i
2.3854+6.0726i
2.4406+6.0345i
2.5001+5.9955i
2.5621+5.9672i
2.6252+5.9468i
2.6843+5.9112i
2.733+5.8724i
2.7835+5.8305i
2.8456+5.8045i
2.9018+5.7587i
2.9627+5.7048i
3.0238+5.6579i
3.0824+5.6081i
3.1539+5.5714i
3.2178+5.5254i
3.2901+5.4852i
3.3603+5.438i
3.4187+5.3915i
3.4845+5.3585i
3.5485+5.3281i
3.6024+5.2995i
3.6636+5.2718i
3.7272+5.248i
3.7937+5.2232i
3.8468+5.1731i
3.9017+5.1245i
3.9684+5.086i
4.0241+5.0424i
4.075+4.9905i
4.126+4.9416i
4.1701+4.8853i
4.2088+4.8245i
4.2468+4.7698i
4.2965+4.7125i
4.3515+4.6461i
4.4214+4.5995i
4.4905+4.5411i
4.5592+4.4739i
4.6212+4.4131i
4.6796+4.3477i
4.7336+4.2956i
4.792+4.2363i
4.8492+4.1798i
4.905+4.1134i
4.9429+4.0568i
4.9834+3.9943i
5.04+3.9392i
5.0894+3.8801i
5.1267+3.8036i
5.1596+3.7372i
5.1939+3.6766i
5.2214+3.6042i
5.2484+3.5246i
5.2807+3.4472i
5.3154+3.3781i
5.3523+3.3036i
5.3979+3.2382i
5.428+3.1487i
5.459+3.045i
5.4856+2.9512i
5.5198+2.8813i
5.554+2.816i
5.6012+2.7451i
5.6399+2.6764i
5.66+2.5908i
5.6841+2.5163i
5.7098+2.4456i
5.7383+2.3806i
5.7528+2.3037i
5.761+2.249i
5.7687+2.1915i
5.78+2.122i
5.796+2.0472i
5.7938+1.9567i
5.7939+1.8644i
5.7924+1.7683i
5.7857+1.6674i
5.7914+1.5802i
