-3.2848+5.5083i
-3.222+5.5596i
-3.1584+5.6023i
-3.1027+5.6519i
-3.0485+5.7055i
-2.9807+5.7417i
-2.9185+5.7818i
-2.8616+5.8214i
-2.8231+5.8583i
-2.7802+5.8832i
-2.7207+5.9076i
-2.663+5.9536i
-2.6063+6.0096i
-2.5518+6.0646i
-2.492+6.0831i
-2.4241+6.0895i
-2.3513+6.1116i
-2.2823+6.1414i
-2.2082+6.171i
-2.1335+6.2069i
-2.0656+6.2485i
-1.9961+6.3007i
-1.9401+6.3453i
-1.8681+6.3804i
-1.7896+6.4234i
-1.7269+6.4685i
-1.6624+6.5031i
-1.597+6.5356i
-1.535+6.5725i
-1.4677+6.6088i
-1.409+6.6412i
-1.3396+6.6515i
-1.271+6.6668i
-1.2099+6.705i
-1.1384+6.7433i
-1.0753+6.7682i
-1.0086+6.79i
-0.93474+6.7971i
-0.85319+6.7981i
-0.76876+6.8043i
-0.68897+6.8099i
-0.60587+6.8278i
-0.52839+6.8418i
-0.45723+6.8438i
-0.38353+6.8488i
-0.30535+6.8488i
-0.22625+6.8397i
-0.142+6.8368i
-0.065696+6.853i
0.012022+6.8821i
0.096103+6.9051i
0.16898+6.9051i
0.23626+6.9i
0.3012+6.8922i
0.36773+6.893i
0.4362+6.8864i
0.50208+6.8739i
0.57084+6.8617i
0.65418+6.8492i
0.73501+6.8233i
0.80726+6.8008i
0.87989+6.7866i
0.95693+6.7572i
1.0347+6.7446i
1.1161+6.7355i
1.1959+6.7214i
1.2788+6.6905i
1.3604+6.6711i
1.4368+6.6633i
1.5133+6.6543i
1.5751+6.6399i
1.6444+6.6241i
1.7123+6.5959i
1.7825+6.5702i
1.8468+6.5404i
1.897+6.51i
1.9482+6.4756i
2.0087+6.4402i
2.0714+6.4199i
2.1383+6.3833i
2.2009+6.3395i
2.2568+6.2961i
2.3128+6.2523i
2.3845+6.222i
2.4558+6.1975i
2.5274+6.161i
2.5921+6.1178i
2.6521+6.0693i
2.7097+6.0225i
2.7684+5.9879i
2.8258+5.9493i
2.9026+5.9103i
2.974+5.8743i
3.0378+5.8414i
3.0957+5.8051i
3.1565+5.7599i
3.2049+5.716i
3.2549+5.6885i
3.3134+5.6601i
3.3674+5.6151i
3.4137+5.5767i
3.461+5.5334i
3.5125+5.499i
3.5566+5.4624i
3.6108+5.4225i
3.6659+5.368i
3.7299+5.3101i
3.8075+5.2635i
3.8714+5.2281i
3.9314+5.1803i
3.9849+5.1308i
4.0341+5.0658i
4.1055+5.0089i
4.1858+4.9871i
4.2553+4.961i
4.313+4.9242i
4.3825+4.8907i
4.4496+4.86i
4.5046+4.8198i
4.5431+4.7717i
4.5936+4.7164i
4.6544+4.6652i
4.7164+4.6243i
4.7648+4.5467i
4.8192+4.4767i
4.8813+4.4197i
4.9242+4.351i
4.9598+4.274i
5.0076+4.2103i
5.0576+4.1352i
5.1016+4.064i
5.132+3.9883i
5.1676+3.9053i
5.2181+3.835i
5.2628+3.7602i
5.2991+3.6794i
5.3487+3.6051i
5.3951+3.542i
5.4196+3.4716i
5.4452+3.3975i
5.4727+3.3155i
5.5127+3.2348i
5.5301+3.1546i
5.5485+3.0929i
5.5792+3.023i
5.597+2.9478i
5.6114+2.8734i
5.6365+2.7855i
5.6642+2.6974i
5.6988+2.6236i
5.726+2.5459i
5.7389+2.463i
5.7536+2.3816i
5.772+2.3101i
5.7774+2.2344i
5.791+2.1513i
5.8074+2.0682i
5.8281+1.9904i
5.854+1.9061i
5.8639+1.819i
5.8782+1.7453i
5.8846+1.6677i
5.8918+1.588i
5.8954+1.5131i
5.8978+1.4334i
5.895+1.3509i
5.888+1.2729i
5.8807+1.1921i
5.8698+1.1061i
5.8638+1.0168i
5.859+0.92844i
5.8603+0.835i
5.8567+0.74997i
5.85+0.66303i
5.8484+0.56504i
5.8606+0.46718i
5.8557+0.37328i
5.8471+0.28907i
5.8541+0.19521i
5.851+0.095992i
5.8491+0.0082179i
5.8509-0.075953i
5.8494-0.14586i
5.8403-0.22397i
5.8287-0.30093i
5.8114-0.37001i
5.8147-0.44961i
5.811-0.53321i
5.7911-0.61861i
5.7645-0.69691i
5.7437-0.78146i
5.7343-0.85256i
5.7203-0.9305i
5.7031-1.0196i
5.689-1.1046i
5.6676-1.1902i
5.6537-1.2831i
5.6451-1.3823i
5.63-1.4746i
5.6073-1.5527i
5.5846-1.6295i
5.5927-1.7129i
5.5864-1.7986i
5.5664-1.8882i
5.5537-1.9775i
5.5398-2.0633i
5.5214-2.1455i
5.5124-2.2213i
5.4951-2.3096i
5.4596-2.3991i
5.4329-2.4878i
5.4158-2.5771i
5.3873-2.6584i
5.36-2.7368i
5.3214-2.8155i
5.2785-2.8969i
5.2452-2.9897i
5.2123-3.0727i
5.1728-3.1433i
5.1295-3.2221i
5.0949-3.3125i
5.0513-3.3978i
5.0059-3.4781i
4.9773-3.5618i
4.9429-3.6368i
4.9077-3.7049i
4.8592-3.7829i
4.811-3.8617i
4.7637-3.9406i
4.7301-4.0201i
4.6943-4.0774i
4.6498-4.1152i
4.605-4.1824i
4.5568-4.2506i
4.5059-4.2978i
4.4553-4.3535i
4.3956-4.4112i
4.3361-4.4637i
4.2751-4.5251i
4.2343-4.6i
4.1866-4.6562i
4.1315-4.7131i
4.0815-4.7713i
4.0303-4.8359i
3.9729-4.8899i
3.9206-4.9507i
3.8829-5.0114i
3.8329-5.0566i
3.7787-5.1037i
3.7246-5.1562i
3.679-5.2137i
3.6277-5.2615i
3.57-5.307i
3.5188-5.3417i
3.4564-5.3627i
3.3957-5.3968i
3.3279-5.4401i
3.2529-5.4847i
3.1916-5.5169i
3.1362-5.5515i
3.0828-5.598i
3.0211-5.6503i
2.9542-5.6991i
2.8896-5.7367i
2.8287-5.7811i
2.7702-5.814i
2.7137-5.8558i
2.6489-5.9074i
2.5853-5.9437i
2.5341-5.9836i
2.4784-6.0182i
2.4223-6.0426i
2.3705-6.0759i
2.3227-6.1227i
2.2681-6.1628i
2.2127-6.1816i
2.1457-6.1875i
2.0754-6.1999i
2.0078-6.2185i
1.9393-6.2397i
1.8752-6.2612i
1.8131-6.2967i
1.7445-6.3351i
1.6804-6.3611i
1.6075-6.3978i
1.5387-6.4225i
1.4734-6.4434i
1.4009-6.4781i
1.3335-6.5102i
1.2612-6.5332i
1.1888-6.5556i
1.1221-6.581i
1.0565-6.6228i
0.99781-6.664i
0.93297-6.6838i
0.86163-6.7006i
0.7937-6.7144i
0.73224-6.7327i
0.66903-6.7451i
0.58993-6.7534i
0.50848-6.7652i
0.43166-6.7707i
0.35131-6.7617i
0.26242-6.7514i
0.18245-6.7559i
0.10446-6.762i
0.024063-6.777i
-0.048863-6.7909i
-0.12173-6.7866i
-0.19338-6.7796i
-0.26368-6.7845i
-0.3407-6.7852i
-0.41391-6.7754i
-0.48848-6.7689i
-0.55291-6.7663i
-0.62201-6.7668i
-0.69417-6.7613i
-0.76122-6.7552i
-0.8312-6.7331i
-0.89548-6.7022i
-0.96657-6.6732i
-1.0374-6.6388i
-1.1071-6.6233i
-1.1847-6.5886i
-1.2507-6.5545i
-1.3126-6.5314i
-1.3836-6.5202i
-1.4576-6.4931i
-1.5319-6.4581i
-1.597-6.429i
-1.6612-6.4079i
-1.7406-6.3845i
-1.8078-6.3555i
-1.8687-6.3335i
-1.9234-6.2976i
-1.9813-6.2736i
-2.038-6.2419i
-2.0938-6.2123i
-2.1578-6.1831i
-2.2164-6.1576i
-2.2622-6.1269i
-2.3138-6.0856i
-2.3797-6.0446i
-2.4505-6.0125i
-2.5251-5.9835i
-2.5929-5.9303i
-2.6549-5.8872i
-2.716-5.8657i
-2.7739-5.8363i
-2.833-5.8108i
-2.8958-5.7771i
-2.9708-5.732i
-3.0419-5.6924i
-3.1043-5.6692i
-3.1626-5.6525i
-3.2231-5.6195i
-3.2802-5.5816i
-3.3302-5.5488i
-3.382-5.5238i
-3.4454-5.4847i
-3.4968-5.4421i
-3.5495-5.4122i
-3.599-5.3735i
-3.6462-5.3275i
-3.7019-5.2826i
-3.7566-5.2355i
-3.8065-5.189i
-3.8593-5.1361i
-3.9157-5.0912i
-3.9765-5.0443i
-4.0278-4.9894i
-4.0847-4.9359i
-4.1541-4.8811i
-4.2323-4.8408i
-4.2986-4.7936i
-4.3534-4.742i
-4.3942-4.6937i
-4.4463-4.6582i
-4.5093-4.6212i
-4.5641-4.5722i
-4.6252-4.5105i
-4.6763-4.4596i
-4.7344-4.4156i
-4.79-4.3644i
-4.8341-4.304i
-4.8755-4.2347i
-4.9124-4.1737i
-4.9498-4.1082i
-4.9933-4.0276i
-5.0326-3.9568i
-5.0819-3.9i
-5.1177-3.8251i
-5.1556-3.7432i
-5.1901-3.666i
-5.2203-3.5899i
-5.263-3.5119i
-5.3133-3.4403i
-5.3611-3.379i
-5.4031-3.3248i
-5.4357-3.2514i
-5.4758-3.1683i
-5.5041-3.1033i
-5.5341-3.0429i
-5.5696-2.9736i
-5.5945-2.8986i
-5.6104-2.8374i
-5.625-2.7707i
-5.6421-2.6862i
-5.6581-2.6003i
-5.6691-2.5114i
-5.6733-2.4265i
-5.6881-2.338i
-5.7026-2.2441i
-5.7084-2.1532i
-5.7241-2.0764i
-5.7419-1.99i
-5.7421-1.9009i
-5.7575-1.8045i
-5.7762-1.7079i
-5.7965-1.6293i
-5.8073-1.5461i
-5.8122-1.4736i
-5.8274-1.3989i
-5.8314-1.3133i
-5.8212-1.2446i
-5.8093-1.1711i
-5.8024-1.0994i
-5.8099-1.025i
-5.809-0.94418i
-5.8099-0.86906i
-5.8069-0.79604i
-5.7946-0.72246i
-5.7899-0.6295i
-5.7833-0.53503i
-5.779-0.44881i
-5.7792-0.36308i
-5.7836-0.2751i
-5.7873-0.18436i
-5.7836-0.10111i
-5.7727-0.0082994i
-5.7704+0.076266i
-5.7702+0.15847i
-5.776+0.24351i
-5.7639+0.32076i
-5.7566+0.39881i
-5.7602+0.48048i
-5.7575+0.56367i
-5.757+0.64212i
-5.7457+0.71433i
-5.7205+0.79534i
-5.7023+0.86853i
-5.6909+0.94547i
-5.69+1.0242i
-5.6764+1.1098i
-5.6558+1.2045i
-5.6314+1.3022i
-5.613+1.384i
-5.5906+1.4786i
-5.5697+1.5831i
-5.5621+1.6845i
-5.5661+1.7826i
-5.5654+1.877i
-5.5541+1.9785i
-5.5373+2.062i
-5.5085+2.1594i
-5.4872+2.2468i
-5.4651+2.3308i
-5.4523+2.405i
-5.4404+2.4893i
-5.4145+2.5612i
-5.3882+2.6457i
-5.357+2.733i
-5.3123+2.8092i
-5.2695+2.8851i
-5.2381+2.9634i
-5.2103+3.0464i
-5.1768+3.1314i
-5.1404+3.2176i
-5.0923+3.2921i
-5.0457+3.3696i
-4.9994+3.4544i
-4.9628+3.5383i
-4.9309+3.6167i
-4.8944+3.6928i
-4.8608+3.7593i
-4.8223+3.8243i
-4.7775+3.8985i
-4.7284+3.9833i
-4.6818+4.0581i
-4.6442+4.1241i
-4.5992+4.1773i
-4.5574+4.2469i
-4.522+4.3181i
-4.4692+4.3747i
-4.4046+4.4277i
-4.3485+4.4876i
-4.2865+4.5447i
-4.225+4.6005i
-4.1699+4.6577i
-4.1113+4.7012i
-4.0574+4.7574i
-4.0058+4.8249i
-3.952+4.8938i
-3.8931+4.9512i
-3.8363+5.0105i
-3.7915+5.0811i
-3.7416+5.1289i
-3.6859+5.1765i
-3.6324+5.2299i
-3.5846+5.2809i
-3.5404+5.3245i
-3.4926+5.3651i
-3.4364+5.4202i
-3.3788+5.4665i
-3.3214+5.4962i
-3.2626+5.5232i
-3.1984+5.5603i
-3.1361+5.5938i
-3.0717+5.6275i
-2.9998+5.6543i
-2.9313+5.6853i
-2.8731+5.7321i
-2.8153+5.7656i
-2.7582+5.8075i
-2.6946+5.8514i
-2.6371+5.8875i
-2.5881+5.9321i
-2.5186+5.9701i
-2.4514+6.0115i
-2.3888+6.0579i
-2.3261+6.0955i
-2.2648+6.1401i
-2.2013+6.173i
-2.1489+6.1972i
-2.0958+6.2087i
-2.04+6.2299i
-1.9813+6.2645i
-1.9279+6.3013i
-1.8593+6.337i
-1.7924+6.3564i
-1.7178+6.3745i
-1.6438+6.395i
-1.572+6.4227i
-1.4951+6.4508i
-1.4227+6.491i
-1.3536+6.5409i
-1.2726+6.5953i
-1.2034+6.6365i
-1.1437+6.6697i
-1.0674+6.6918i
-0.98672+6.7223i
-0.90911+6.7526i
-0.83238+6.777i
-0.76787+6.7921i
-0.70292+6.7977i
-0.6377+6.8085i
-0.57311+6.8193i
-0.50478+6.8264i
-0.43144+6.8432i
-0.35517+6.8418i
-0.28246+6.8414i
-0.20492+6.8321i
-0.13499+6.8085i
-0.066861+6.7988i
0.01266+6.8012i
0.092453+6.7851i
0.16749+6.7777i
0.25612+6.7813i
0.34112+6.7825i
0.41217+6.7795i
0.48165+6.7785i
0.55403+6.7739i
0.62725+6.7652i
0.69818+6.7475i
0.76844+6.7329i
0.83813+6.7079i
0.90485+6.6941i
0.9724+6.6853i
1.0407+6.6634i
1.1098+6.648i
1.1763+6.6297i
1.2409+6.5995i
1.3057+6.5677i
1.3745+6.5462i
1.4473+6.5194i
1.5136+6.4892i
1.5776+6.4445i
1.6427+6.4203i
1.7107+6.4118i
1.7841+6.3833i
1.8583+6.3607i
1.9321+6.3389i
2.001+6.3149i
2.0719+6.2827i
2.1346+6.2516i
2.2014+6.2204i
2.2679+6.1993i
2.3356+6.191i
2.4028+6.168i
2.4569+6.1293i
2.5037+6.0851i
2.5581+6.0391i
2.6134+5.9888i
2.6717+5.9369i
2.722+5.9002i
2.7853+5.8709i
2.8498+5.842i
2.9054+5.8061i
2.9632+5.7613i
3.0334+5.718i
3.1001+5.6717i
3.1558+5.6199i
3.219+5.5767i
3.2824+5.5379i
3.3423+5.5038i
3.4106+5.4786i
3.469+5.4414i
3.5242+5.3898i
3.5787+5.3434i
3.6421+5.305i
3.7038+5.2772i
3.7519+5.2371i
3.8118+5.1978i
3.8668+5.1553i
3.9065+5.117i
3.9566+5.0757i
4.0137+5.0245i
4.0674+4.9749i
4.1299+4.9197i
4.1873+4.8715i
4.2537+4.8224i
4.3248+4.7707i
4.3797+4.7087i
4.435+4.664i
4.5014+4.6164i
4.5787+4.5694i
4.6468+4.5199i
4.7051+4.4607i
4.7674+4.4108i
4.8202+4.3591i
4.8775+4.3198i
4.9325+4.2775i
4.9755+4.2121i
5.0159+4.1372i
5.0556+4.0817i
5.0931+4.0284i
5.1266+3.9587i
5.1542+3.8739i
5.1909+3.7935i
5.2368+3.7138i
5.2638+3.628i
5.2892+3.5436i
5.3238+3.4656i
5.3579+3.3786i
5.3938+3.2896i
5.4323+3.2032i
5.4727+3.127i
5.5002+3.04i
5.5397+2.9565i
5.5842+2.8761i
5.626+2.8001i
5.6538+2.7243i
5.6786+2.6461i
5.707+2.5766i
5.7116+2.499i
5.7087+2.413i
5.713+2.3406i
5.7113+2.2766i
5.7201+2.1905i
5.7383+2.103i
5.7499+2.0182i
5.7686+1.9331i
5.7776+1.8522i
5.7713+1.7775i
5.771+1.695i
5.7745+1.612i
5.7692+1.5236i
5.7774+1.4318i
5.7841+1.342i
5.7943+1.2609i
5.8169+1.1716i
5.8279+1.0783i
5.8369+0.99259i
